username,event_date,country,user_day_total_length,user_day_count,treatment,post
rezzalex,2023-03-31,france,286,1,0,0
rfc1036,2023-03-21,italy,944,1,1,0
rfc1036,2023-04-02,italy,1026,1,1,1
rfc2822,2023-03-31,austria,561,1,0,0
rfc2822,2023-04-03,austria,487,1,0,1
rferraton,2023-03-22,france,776,1,0,0
rfuzzo,2023-03-19,austria,114,1,0,0
rfuzzo,2023-03-26,austria,968,3,0,0
rgarrigue,2023-04-03,france,245,1,0,1
rgc2000,2023-03-22,france,302,1,0,0
rgrunbla,2023-03-21,france,572,1,0,0
rguillome,2023-04-03,france,42,1,0,1
rh78,2023-04-07,austria,546,1,0,1
rhanka,2023-03-18,france,4296,15,0,0
rhanka,2023-03-19,france,4361,15,0,0
rhanka,2023-03-20,france,1721,6,0,0
rhanka,2023-03-21,france,1175,4,0,0
rhanka,2023-03-22,france,1753,6,0,0
rhanka,2023-03-23,france,2695,9,0,0
rhanka,2023-03-24,france,5065,18,0,0
rhanka,2023-03-26,france,267,1,0,0
rhanka,2023-03-27,france,799,3,0,0
rhanka,2023-04-01,france,534,2,0,1
rhbalogh,2023-03-28,austria,504,1,0,0
rhoffsch42,2023-04-06,france,1235,1,0,1
riccardogilli,2023-04-08,italy,320,1,1,1
riccardomanfrin,2023-03-21,italy,1364,1,1,0
rich20,2023-03-22,austria,476,1,0,0
rich20,2023-03-25,austria,651,1,0,0
rich20,2023-03-29,austria,33,1,0,0
rich20,2023-03-30,austria,1056,2,0,0
rich20,2023-04-04,austria,906,2,0,1
rich20,2023-04-07,austria,611,1,0,1
rich20,2023-04-08,austria,629,1,0,1
richard-julien,2023-03-24,france,291,2,0,0
richard-julien,2023-03-25,france,184,1,0,0
richard-julien,2023-03-28,france,95,1,0,0
richard-julien,2023-03-29,france,661,3,0,0
richard-julien,2023-03-30,france,80,1,0,0
richard-julien,2023-04-03,france,512,2,0,1
richardlehane,2023-03-25,austria,1078,3,0,0
richardlehane,2023-03-27,austria,163,1,0,0
rickychii,2023-04-02,italy,358,1,1,1
rickyskv,2023-03-18,italy,143,1,1,0
ricnov,2023-03-23,italy,306,1,1,0
riddik14,2023-03-23,italy,55,1,1,0
riddik14,2023-04-02,italy,74,1,1,1
rigazilla,2023-03-22,italy,348,1,1,0
rigazilla,2023-03-23,italy,948,1,1,0
rigazilla,2023-03-27,italy,493,2,1,0
rikyeahh,2023-03-31,italy,761,1,1,0
rinonasti,2023-03-21,italy,342,1,1,0
rinzool,2023-03-21,france,728,1,0,0
rivasbolinga,2023-03-18,france,1468,1,0,0
rivasbolinga,2023-03-22,france,378,5,0,0
rivasbolinga,2023-04-07,france,0,1,0,1
rivasbolinga,2023-04-08,france,546,7,0,1
rivolity,2023-04-06,france,875,1,0,1
rivos-eblot,2023-03-22,france,720,1,0,0
rjahn,2023-03-21,austria,727,2,0,0
rjahn,2023-03-29,austria,247,1,0,0
rjalexa,2023-03-22,italy,712,1,1,0
rjalexa,2023-03-24,italy,702,1,1,0
rladstaetter,2023-03-25,austria,54,1,0,0
rldhont,2023-03-22,france,1131,1,0,0
rlespinasse,2023-03-28,france,647,1,0,0
rm3l,2023-03-20,france,1301,1,0,0
rm3l,2023-03-23,france,0,3,0,0
rm3l,2023-03-24,france,559,1,0,0
rm3l,2023-03-30,france,1364,2,0,0
rmannibucau,2023-04-02,france,1079,1,0,1
rmannibucau,2023-04-04,france,701,1,0,1
rmannibucau,2023-04-07,france,554,1,0,1
rmdevv,2023-03-25,italy,330,5,1,0
rmdevv,2023-03-26,italy,455,6,1,0
rmnvncnt,2023-03-24,france,1446,1,0,0
rmottola,2023-04-06,italy,349,1,1,1
rnixx,2023-03-22,austria,387,1,0,0
robUx4,2023-03-18,france,723,1,0,0
robalb,2023-04-07,italy,69,1,1,1
robbespo00,2023-04-06,italy,498,1,1,1
robergro,2023-03-28,france,0,1,0,0
robergro,2023-04-05,france,0,1,0,1
robertsLando,2023-03-20,italy,211,1,1,0
robertsLando,2023-03-27,italy,0,1,1,0
robertsLando,2023-04-04,italy,14,1,1,1
robigan,2023-04-01,italy,0,3,1,1
robinbourianes-kalisio,2023-03-21,france,34,1,0,0
robinbourianes-kalisio,2023-03-27,france,30,2,0,0
robinbourianes-kalisio,2023-04-03,france,0,4,0,1
robinfla,2023-03-30,france,587,1,0,0
robinmetral,2023-03-22,france,1004,1,0,0
robinmoisson,2023-03-26,france,1645,3,0,0
robinmoisson,2023-03-29,france,0,1,0,0
robinmoisson,2023-04-02,france,1494,2,0,1
robinmoussu,2023-04-04,france,430,1,0,1
robinportigliatti,2023-03-21,france,745,1,0,0
robisim74,2023-03-22,italy,813,1,1,0
robksawyer,2023-03-26,france,626,1,0,0
roblabla,2023-03-26,france,709,1,0,0
robric,2023-04-04,france,61,1,0,1
robric,2023-04-06,france,152,1,0,1
rocchidavide,2023-03-21,italy,229,1,1,0
roccomennea,2023-04-05,italy,127,1,1,1
roccomuso,2023-04-07,italy,41,1,1,1
rock3r,2023-03-27,italy,551,3,1,0
roda82,2023-03-22,france,166,1,0,0
roda82,2023-03-27,france,321,1,0,0
roda82,2023-03-28,france,220,1,0,0
rodolphebertozzo,2023-04-04,france,509,1,0,1
rokkanen,2023-03-19,france,264,1,0,0
rom1504,2023-04-02,france,65,1,0,1
rom1504,2023-04-08,france,0,1,0,1
rom1v,2023-03-27,france,382,1,0,0
romain-cambonie,2023-03-23,france,190,1,0,0
romainbellande,2023-03-20,france,0,8,0,0
romainbellande,2023-03-25,france,0,2,0,0
romaincabassot,2023-03-30,france,1230,1,0,0
romainl,2023-03-22,france,283,1,0,0
romainpanno,2023-03-29,france,30,1,0,0
romainpanno,2023-04-03,france,0,1,0,1
romainreuillon,2023-04-07,france,172,1,0,1
romainst,2023-04-05,france,933,1,0,1
roman204,2023-04-02,austria,343,1,0,1
romann-broque,2023-03-22,france,485,1,0,0
rombat,2023-03-20,france,416,1,0,0
romgrm,2023-03-29,france,202,1,0,0
romtsn,2023-03-22,austria,0,2,0,0
romtsn,2023-03-28,austria,509,1,0,0
romtsn,2023-04-05,austria,338,1,0,1
romtsn,2023-04-06,austria,150,2,0,1
ropery,2023-03-30,austria,144,1,0,0
ropery,2023-03-31,austria,347,1,0,0
rotello,2023-03-18,italy,191,1,1,0
rotello,2023-03-24,italy,589,1,1,0
rotello,2023-04-07,italy,192,1,1,1
rouault,2023-03-20,france,267,1,0,0
rouault,2023-03-22,france,761,1,0,0
rouault,2023-04-08,france,310,1,0,1
roubachof,2023-04-06,france,56,1,0,1
roukmoute,2023-03-29,france,1550,1,0,0
roukmoute,2023-04-07,france,237,1,0,1
rowild,2023-03-28,austria,1245,1,0,0
rowild,2023-04-08,austria,595,1,0,1
rozzilla,2023-03-18,italy,217,1,1,0
rpanic,2023-03-27,austria,3144,3,0,0
rpanic,2023-03-29,austria,1575,1,0,0
rpereira-dev,2023-03-18,france,647,1,0,0
rpignolet,2023-03-21,france,1044,2,0,0
rpignolet,2023-03-26,france,438,1,0,0
rpignolet,2023-03-30,france,186,1,0,0
rpinquie,2023-04-01,france,67,1,0,1
rpispico,2023-03-28,italy,175,1,1,0
rprebot,2023-03-27,france,335,1,0,0
rprebot,2023-03-29,france,436,2,0,0
rprebot,2023-03-31,france,181,1,0,0
rprebot,2023-04-05,france,146,1,0,1
rprebot,2023-04-06,france,324,1,0,1
rprieto,2023-03-19,france,643,1,0,0
rquinio,2023-03-29,france,618,1,0,0
rscheff,2023-04-03,austria,1037,1,0,1
rschnekenbu,2023-03-29,france,374,1,0,0
rschnekenbu,2023-04-04,france,622,3,0,1
rsereir,2023-04-08,france,436,1,0,1
rsimon,2023-03-21,austria,612,1,0,0
rsommerard,2023-04-01,france,798,1,0,1
rsouza,2023-03-23,austria,110,1,0,0
rstephane,2023-03-27,france,898,1,0,0
rstephane,2023-03-31,france,442,1,0,0
rtauziac,2023-03-24,france,970,2,0,0
rtu-dataframe,2023-03-30,italy,1512,1,1,0
rubenfiszel,2023-03-21,france,323,1,0,0
rubenfiszel,2023-03-31,france,0,2,0,0
rubenfiszel,2023-04-03,france,767,1,0,1
ruddenchaux,2023-04-08,italy,544,1,1,1
rufotheone-fr,2023-03-20,france,213,1,0,0
ruggi99,2023-03-24,italy,197,1,1,0
rverchere,2023-04-06,france,896,1,0,1
rvianello,2023-04-05,italy,701,1,1,1
rvion,2023-03-25,france,231,1,0,0
rvion,2023-03-27,france,1237,1,0,0
rvion,2023-03-28,france,101,1,0,0
rvion,2023-03-31,france,420,1,0,0
rvion,2023-04-01,france,112,2,0,1
ryayon,2023-04-02,france,1487,1,0,1
ryhoofr,2023-04-03,france,443,1,0,1
rzeAkbari,2023-04-05,italy,61,1,1,1
s-h-a-d-o-w,2023-03-26,austria,1169,1,0,0
s-leroux,2023-03-28,france,1016,3,0,0
s-leroux,2023-03-29,france,283,1,0,0
s-leroux,2023-03-30,france,638,1,0,0
s-leroux,2023-03-31,france,205,1,0,0
s-rigaud,2023-03-23,france,518,1,0,0
sabas,2023-03-24,italy,39,1,1,0
sabderemane,2023-04-04,france,390,1,0,1
saccarosium,2023-03-27,italy,797,1,1,0
saccarosium,2023-03-28,italy,699,1,1,0
saccarosium,2023-03-30,italy,474,1,1,0
saccarosium,2023-03-31,italy,501,1,1,0
saccarosium,2023-04-03,italy,325,2,1,1
sad270,2023-03-22,france,1334,1,0,0
saeedtkh,2023-03-18,italy,219,1,1,0
saiballo,2023-03-18,italy,1280,3,1,0
saidmohamedali,2023-04-05,france,35,1,0,1
saimn,2023-04-07,france,649,1,0,1
saitokojiro,2023-04-01,france,82,1,0,1
salarshk,2023-04-04,austria,429,1,0,1
salimkanoun,2023-03-19,france,982,1,0,0
salimkanoun,2023-04-04,france,43,2,0,1
salmanjan11,2023-03-31,italy,387,1,1,0
salmanjan11,2023-04-05,italy,552,1,1,1
salmonb,2023-04-01,france,1393,1,0,1
salvarane,2023-04-03,italy,503,1,1,1
salvatorecasalino,2023-03-22,italy,71,1,1,0
salvatorepolverino,2023-04-06,italy,101,1,1,1
salvatorequagliariello,2023-03-27,italy,68,1,1,0
salvatorequagliariello,2023-04-01,italy,0,1,1,1
salvatorequagliariello,2023-04-04,italy,89,1,1,1
salvatorequagliariello,2023-04-06,italy,0,1,1,1
salvorapi,2023-03-21,italy,238,1,1,0
salykovaa,2023-03-31,austria,2207,2,0,0
samber,2023-03-28,france,421,1,0,0
samhocevar,2023-03-31,france,874,1,0,0
samoht,2023-03-23,france,200,1,0,0
samoht,2023-03-30,france,498,1,0,0
sampaccoud,2023-04-03,france,691,1,0,1
samsaggace,2023-04-05,france,810,1,0,1
samuel-rufi,2023-03-27,austria,136,1,0,0
samuelecarpene,2023-04-05,italy,776,1,1,1
samuelefiorini,2023-04-06,italy,694,1,1,1
samuelguenerie,2023-03-28,france,2494,4,0,0
samuelguenerie,2023-03-30,france,5880,6,0,0
samuelguenerie,2023-03-31,france,7716,10,0,0
samuelguesnier,2023-04-04,france,1418,1,0,1
samuelhackwill,2023-03-30,france,403,21,0,0
samuelhackwill,2023-04-01,france,167,2,0,1
samuelhackwill,2023-04-03,france,51,1,0,1
samuelhackwill,2023-04-04,france,0,12,0,1
samuelhackwill,2023-04-05,france,0,1,0,1
samuelhackwill,2023-04-06,france,275,2,0,1
samuelhackwill,2023-04-07,france,38,1,0,1
samul-1,2023-03-26,italy,1112,1,1,0
samysung,2023-04-06,france,120,1,0,1
san57,2023-03-26,france,213,1,0,0
sancelot,2023-03-23,france,992,1,0,0
sandhose,2023-03-30,france,402,1,0,0
sandrobonazzola,2023-03-27,italy,227,1,1,0
sandrobonazzola,2023-04-06,italy,354,2,1,1
sandrobonazzola,2023-04-07,italy,210,1,1,1
sandrock,2023-03-23,france,464,1,0,0
sanketsans,2023-03-29,italy,861,1,1,0
sanketsans,2023-04-03,italy,528,1,1,1
santilland,2023-03-20,austria,205,1,0,0
santilland,2023-03-22,austria,88,2,0,0
santilland,2023-03-31,austria,529,1,0,0
santilland,2023-04-04,austria,450,3,0,1
santilland,2023-04-05,austria,131,2,0,1
santilland,2023-04-06,austria,373,1,0,1
santiviquez,2023-03-23,italy,1325,1,1,0
santurini,2023-03-20,italy,188,1,1,0
sanzoghenzo,2023-03-30,italy,403,1,1,0
sanzoghenzo,2023-03-31,italy,778,1,1,0
saona-raimundo,2023-03-24,austria,1013,1,0,0
saona-raimundo,2023-03-27,austria,216,1,0,0
saona-raimundo,2023-03-30,austria,463,1,0,0
saona-raimundo,2023-04-02,austria,581,1,0,1
saona-raimundo,2023-04-03,austria,597,1,0,1
saona-raimundo,2023-04-08,austria,1077,1,0,1
sapetti9,2023-03-20,italy,210,1,1,0
sapetti9,2023-04-03,italy,156,1,1,1
sapetti9,2023-04-06,italy,1598,1,1,1
saphiresouldier,2023-03-20,austria,394,1,0,0
sarahklippincott,2023-03-22,france,188,1,0,0
sarahklippincott,2023-03-23,france,901,1,0,0
sarahklippincott,2023-03-29,france,1284,1,0,0
sarahklippincott,2023-04-04,france,804,1,0,1
sarahklippincott,2023-04-06,france,119,1,0,1
saturn99,2023-04-02,italy,178,1,1,1
sawcce,2023-04-04,france,750,1,0,1
sb-relaxt-at,2023-03-30,austria,1345,1,0,0
sbegaudeau,2023-03-18,france,28,1,0,0
sbegaudeau,2023-03-19,france,0,1,0,0
sbegaudeau,2023-03-21,france,482,1,0,0
sbegaudeau,2023-03-22,france,295,2,0,0
sbegaudeau,2023-03-24,france,68,1,0,0
sbegaudeau,2023-03-26,france,0,1,0,0
sbegaudeau,2023-03-31,france,65,1,0,0
sbegaudeau,2023-04-02,france,70,4,0,1
sbegaudeau,2023-04-06,france,80,1,0,1
sbenfares,2023-03-21,france,0,6,0,0
sbenfares,2023-03-22,france,0,2,0,0
sbenfares,2023-03-29,france,0,4,0,0
sbenfares,2023-04-03,france,0,1,0,1
sbenfares,2023-04-05,france,0,3,0,1
sbernard31,2023-03-27,france,304,1,0,0
sbernard31,2023-04-06,france,1308,1,0,1
sbernard31,2023-04-07,france,640,1,0,1
sblaisot,2023-03-21,france,713,1,0,0
sboeuf,2023-03-23,france,256,1,0,0
sbordet,2023-03-23,italy,801,2,1,0
sbordet,2023-03-30,italy,1285,1,1,0
sbordet,2023-04-05,italy,387,1,1,1
sbordet,2023-04-06,italy,333,1,1,1
sbouchet,2023-03-28,france,1148,1,0,0
sbouchet,2023-04-05,france,120,1,0,1
sbragagnolo,2023-03-31,france,568,1,0,0
sbrunato,2023-03-29,france,73,1,0,0
scarbain,2023-03-31,france,83,1,0,0
scavzn,2023-03-31,italy,3,1,1,0
scenaristeur,2023-04-07,france,0,1,0,1
schamaille,2023-03-30,france,827,1,0,0
schambon,2023-04-03,france,497,1,0,1
schankam,2023-03-24,france,1212,1,0,0
schankam,2023-03-27,france,694,1,0,0
schematt,2023-03-31,italy,329,1,1,0
schmouk,2023-03-18,france,0,1,0,0
schmouk,2023-03-19,france,69,2,0,0
schmouk,2023-03-20,france,640,12,0,0
schobernoise,2023-04-03,austria,1396,1,0,1
schopin-pro,2023-03-20,france,1000,1,0,0
schwepps,2023-03-28,france,0,1,0,0
schwepps,2023-03-29,france,175,1,0,0
schwepps,2023-04-03,france,219,1,0,1
scognito,2023-04-06,italy,1116,1,1,1
scossin,2023-03-21,france,969,1,0,0
scottini,2023-03-18,italy,378,1,1,0
scraccio,2023-04-04,italy,680,1,1,1
scraly,2023-04-02,france,35,1,0,1
scrocquesel,2023-04-05,france,84,1,0,1
scrocquesel,2023-04-07,france,91,1,0,1
sdeleuze,2023-03-18,france,114,2,0,0
sdeleuze,2023-03-19,france,464,4,0,0
sdeleuze,2023-03-27,france,64,1,0,0
sdeleuze,2023-03-31,france,77,1,0,0
sdeleuze,2023-04-02,france,762,1,0,1
sdeleuze,2023-04-03,france,21,1,0,1
sdeleuze,2023-04-04,france,2133,3,0,1
sdeleuze,2023-04-05,france,74,1,0,1
sdellava,2023-04-03,italy,1114,1,1,1
sdemarch,2023-03-23,italy,158,3,1,0
sdemarch,2023-03-26,italy,117,1,1,0
sdietmar,2023-03-19,austria,199,1,0,0
sdietmar,2023-04-02,austria,333,2,0,1
sdinot,2023-03-30,france,647,1,0,0
sdumetz,2023-03-28,france,207,1,0,0
sdumetz,2023-04-05,france,163,1,0,1
sdumetz,2023-04-07,france,750,1,0,1
sdummett,2023-03-30,france,341,2,0,0
sebCIL,2023-03-20,france,404,1,0,0
sebamarana,2023-03-31,italy,215,4,1,0
sebaplaza,2023-03-21,france,704,1,0,0
sebaplaza,2023-04-07,france,565,1,0,1
sebastian-c,2023-04-03,italy,952,1,1,1
sebastian-c,2023-04-06,italy,688,5,1,1
sebastien-plutniak,2023-03-22,france,450,3,0,0
sebbbastien,2023-03-20,france,623,1,0,0
sebbii17,2023-04-03,austria,91,1,0,1
sebbu2,2023-03-22,france,140,1,0,0
sebescudie,2023-04-06,france,1182,1,0,1
sebglon,2023-04-07,france,656,1,0,1
sebhahn,2023-03-21,austria,52,1,0,0
sebhoerl,2023-03-22,france,565,2,0,0
seboudry,2023-03-22,france,465,1,0,0
sebprt,2023-04-08,france,561,5,0,1
sebsauvage,2023-03-26,france,227,1,0,0
secnum,2023-04-03,france,230,1,0,1
secnum,2023-04-04,france,184,1,0,1
sedax90,2023-03-20,italy,0,1,1,0
sedax90,2023-03-21,italy,0,2,1,0
seedy,2023-03-20,france,0,1,0,0
seinecle,2023-04-04,france,322,1,0,1
seneric,2023-03-28,france,1227,1,0,0
sensorario,2023-03-26,italy,861,4,1,0
sereinity,2023-03-20,france,450,1,0,0
serenasignorelli,2023-03-23,italy,181,1,1,0
sergeykomlev,2023-03-18,austria,742,2,0,0
sergeykomlev,2023-03-20,austria,1252,4,0,0
sergeykomlev,2023-03-22,austria,1178,3,0,0
sergeykomlev,2023-03-23,austria,5645,17,0,0
sergeykomlev,2023-03-25,austria,5436,16,0,0
sergeykomlev,2023-03-26,austria,604,2,0,0
sergeykomlev,2023-03-27,austria,646,2,0,0
sergeykomlev,2023-03-28,austria,1822,4,0,0
sergeykomlev,2023-04-02,austria,2360,8,0,1
sergeykomlev,2023-04-03,austria,9404,30,0,1
sergeykomlev,2023-04-04,austria,4852,15,0,1
sergeykomlev,2023-04-05,austria,409,1,0,1
sergeykomlev,2023-04-06,austria,1425,4,0,1
sergeykomlev,2023-04-07,austria,201,1,0,1
sergeykomlev,2023-04-08,austria,875,3,0,1
serigneka1,2023-03-18,france,0,1,0,0
severo,2023-03-20,france,798,3,0,0
severo,2023-03-21,france,691,1,0,0
severo,2023-03-22,france,430,1,0,0
severo,2023-03-30,france,199,1,0,0
severo,2023-03-31,france,1046,5,0,0
severo,2023-04-03,france,433,1,0,1
severo,2023-04-04,france,263,1,0,1
severo,2023-04-07,france,440,1,0,1
severrol-msft,2023-03-26,france,940,1,0,0
sfinx13,2023-03-22,france,138,1,0,0
sfinx13,2023-03-31,france,113,1,0,0
sfinx13,2023-04-05,france,72,1,0,1
sfinx13,2023-04-06,france,347,1,0,1
sfiorucci,2023-04-03,italy,0,1,1,1
sfonteneau,2023-04-01,france,136,1,0,1
sgarnotel,2023-04-05,france,665,2,0,1
sgaunet,2023-03-25,france,25,1,0,0
sgaunet,2023-03-28,france,66,1,0,0
sgrellet,2023-03-30,france,449,1,0,0
sgrimault,2023-03-21,france,463,1,0,0
shadMod,2023-03-21,italy,25,2,1,0
shadMod,2023-03-25,italy,0,5,1,0
shadMod,2023-04-02,italy,0,6,1,1
shadMod,2023-04-03,italy,0,1,1,1
shankiflang,2023-03-29,france,619,1,0,0
sharp-pixel,2023-03-30,france,788,1,0,0
shemtovsamuel,2023-04-05,france,992,1,0,1
shepilov,2023-04-03,france,24,4,0,1
sheplu,2023-03-29,france,1016,2,0,0
sheplu,2023-03-30,france,890,1,0,0
shieman,2023-03-20,france,346,1,0,0
shiermann,2023-03-21,austria,179,1,0,0
shiermann,2023-03-27,austria,179,1,0,0
shiermann,2023-03-30,austria,179,1,0,0
shiermann,2023-04-06,austria,404,2,0,1
shiermann,2023-04-07,austria,179,1,0,1
shindere,2023-03-31,france,1261,1,0,0
shmykelsa,2023-03-19,italy,1296,1,1,0
shokk47,2023-03-29,italy,353,1,1,0
shral,2023-03-29,austria,0,1,0,0
shral,2023-04-03,austria,219,1,0,1
shral,2023-04-06,austria,0,1,0,1
shyblower,2023-04-02,austria,344,1,0,1
sibylmarziopulcini,2023-03-30,italy,170,1,1,0
sidux,2023-03-22,france,291,1,0,0
sigi2345,2023-04-04,austria,132,1,0,1
sigmoe,2023-04-05,france,1572,1,0,1
signed-log,2023-04-04,france,394,1,0,1
signed-log,2023-04-07,france,179,1,0,1
signor-mike,2023-03-18,italy,119,1,1,0
signor-mike,2023-03-21,italy,196,1,1,0
sileht,2023-03-23,france,96,1,0,0
sili3011,2023-04-02,austria,395,1,0,1
silopolis,2023-03-29,france,780,2,0,0
silopolis,2023-03-31,france,266,1,0,0
silopolis,2023-04-07,france,287,1,0,1
silverhawks1010,2023-04-01,france,0,1,0,1
silverwind,2023-03-18,austria,687,2,0,0
silverwind,2023-03-19,austria,1559,3,0,0
silverwind,2023-03-28,austria,673,2,0,0
silverwind,2023-03-29,austria,442,1,0,0
silverwind,2023-03-31,austria,689,2,0,0
silverwind,2023-04-01,austria,478,1,0,1
silverwind,2023-04-04,austria,155,1,0,1
silverwind,2023-04-06,austria,481,2,0,1
silverwind,2023-04-07,austria,2240,4,0,1
silverwind,2023-04-08,austria,1270,2,0,1
silvicardo,2023-03-25,italy,0,4,1,0
sim51,2023-03-20,france,0,1,0,0
sim51,2023-03-22,france,53,1,0,0
sim51,2023-03-30,france,683,3,0,0
sim51,2023-03-31,france,656,3,0,0
sim51,2023-04-04,france,132,3,0,1
sim51,2023-04-06,france,583,1,0,1
simar0at,2023-03-21,austria,582,2,0,0
simar0at,2023-03-22,austria,563,3,0,0
simar0at,2023-03-27,austria,143,1,0,0
simbrams,2023-04-01,france,539,1,0,1
simdax,2023-04-01,france,318,1,0,1
simogeo,2023-03-31,france,383,1,0,0
simohn,2023-03-23,austria,413,1,0,0
simon-jo8,2023-03-22,france,823,1,0,0
simone-gasparini,2023-04-06,italy,1333,1,1,1
simone80an,2023-04-03,italy,588,1,1,1
simoneAmighini,2023-03-26,italy,525,1,1,0
simonegirlanda,2023-03-23,italy,1534,1,1,0
simoneluetto,2023-03-24,italy,482,1,1,0
simoneorlando,2023-03-21,italy,1377,1,1,0
simoninithomas,2023-03-26,france,28,1,0,0
simonliotier,2023-04-01,france,87,1,0,1
simonliotier,2023-04-06,france,1531,2,0,1
simplyBarbe,2023-04-05,italy,671,1,1,1
simusr2,2023-04-06,italy,189,1,1,1
sinedied,2023-04-07,france,31,1,0,1
sinouJ,2023-03-19,france,157,1,0,0
sinouJ,2023-03-21,france,111,1,0,0
sinouJ,2023-04-04,france,62,1,0,1
sinsedrix,2023-03-27,france,94,1,0,0
sirbastiano,2023-03-27,italy,136,3,1,0
siriokds,2023-03-29,italy,607,1,1,0
siriokds,2023-04-08,italy,601,1,1,1
siskavera,2023-03-21,austria,1162,1,0,0
six7,2023-03-22,austria,311,2,0,0
six7,2023-03-25,austria,2064,5,0,0
six7,2023-03-26,austria,1929,2,0,0
six7,2023-03-27,austria,819,1,0,0
sjanel,2023-03-19,france,499,1,0,0
skanderboudawara,2023-03-21,france,265,1,0,0
skar395,2023-03-25,italy,295,1,1,0
skauertz,2023-03-18,france,400,2,0,0
skelz0r,2023-03-21,france,2861,6,0,0
skelz0r,2023-03-22,france,291,2,0,0
skid9000,2023-03-24,france,230,1,0,0
skitt,2023-03-23,france,726,2,0,0
skitt,2023-03-30,france,755,2,0,0
skrtheboss,2023-03-28,italy,744,1,1,0
skydalriol,2023-04-06,italy,534,1,1,1
skypodolsky,2023-03-18,france,0,1,0,0
skypodolsky,2023-03-21,france,462,1,0,0
slandelle,2023-03-19,france,377,1,0,0
slemeur,2023-03-24,france,122,1,0,0
slemeur,2023-03-31,france,952,2,0,0
slemeur,2023-04-05,france,677,7,0,1
slemeur,2023-04-06,france,1567,2,0,1
slhck,2023-03-27,austria,1126,1,0,0
slhck,2023-04-05,austria,1515,1,0,1
slhck,2023-04-06,austria,431,1,0,1
slurdge,2023-03-31,france,176,1,0,0
smadbe,2023-03-23,france,416,1,0,0
smadbe,2023-03-27,france,498,1,0,0
smadep,2023-04-04,austria,589,1,0,1
smarlhens,2023-04-01,france,69,1,0,1
smedilol,2023-03-20,france,1750,2,0,0
smedilol,2023-04-03,france,1044,1,0,1
smedilol,2023-04-04,france,918,1,0,1
smeubank,2023-04-04,austria,1110,1,0,1
smeubank,2023-04-05,austria,1094,1,0,1
smknstd,2023-03-28,france,157,1,0,0
sn0wst0rm,2023-03-27,italy,1163,1,1,0
snahelou,2023-03-20,france,559,1,0,0
sneko,2023-04-01,france,893,1,0,1
snettah,2023-03-28,france,220,1,0,0
snettah,2023-04-03,france,182,1,0,1
snototter,2023-03-19,austria,1009,1,0,0
snototter,2023-03-22,austria,121,1,0,0
snototter,2023-03-24,austria,520,1,0,0
snototter,2023-03-25,austria,135,2,0,0
snototter,2023-04-06,austria,159,1,0,1
snototter,2023-04-08,austria,292,1,0,1
sofia-calgaro,2023-03-31,italy,691,2,1,0
sofiane-abou-abderrahim,2023-03-31,france,276,1,0,0
sofianegargouri,2023-03-22,france,174,1,0,0
softlion,2023-03-23,france,113,1,0,0
softlion,2023-03-30,france,1177,1,0,0
solevis,2023-03-21,france,195,2,0,0
solevis,2023-04-04,france,109,2,0,1
solidityFrance,2023-04-03,france,523,1,0,1
solverat,2023-03-27,austria,670,1,0,0
solygambas,2023-03-29,france,0,1,0,0
solygambas,2023-04-06,france,0,2,0,1
sonnessa,2023-03-25,italy,271,1,1,0
sopelt,2023-03-24,austria,1534,1,0,0
sopelt,2023-03-29,austria,1154,1,0,0
sorge13248,2023-03-24,italy,34,1,1,0
sorge13248,2023-03-28,italy,61,1,1,0
sorrentmutie,2023-03-31,italy,0,3,1,0
sorrento-lab,2023-03-24,france,966,1,0,0
sorrento-lab,2023-04-02,france,731,1,0,1
soullivaneuh,2023-04-03,france,2206,2,0,1
soullivaneuh,2023-04-07,france,648,1,0,1
souperoot,2023-03-31,france,663,1,0,0
sourproton,2023-04-02,france,2825,5,0,1
soyuka,2023-03-30,france,69,1,0,0
sparky-raccoon,2023-03-31,france,816,1,0,0
spartacus04,2023-03-19,italy,255,1,1,0
spartacus04,2023-04-02,italy,282,1,1,1
spech,2023-04-02,france,35,1,0,1
spech,2023-04-03,france,0,1,0,1
spech,2023-04-04,france,0,2,0,1
spocky,2023-03-24,france,788,1,0,0
sporniket,2023-03-20,france,1220,2,0,0
spotlessmind1975,2023-03-24,italy,1467,5,1,0
spotlessmind1975,2023-04-04,italy,648,1,1,1
spotlessmind1975,2023-04-06,italy,745,2,1,1
spring1843,2023-03-21,italy,789,1,1,0
springcomp,2023-03-21,france,177,1,0,0
springcomp,2023-03-26,france,214,1,0,0
springcomp,2023-04-02,france,1238,4,0,1
springcomp,2023-04-04,france,192,1,0,1
spuliz,2023-03-26,italy,105,1,1,0
squirelo,2023-03-21,france,0,1,0,0
sramazzina,2023-03-20,italy,1068,2,1,0
sramazzina,2023-03-23,italy,157,1,1,0
sreichl,2023-04-05,austria,1404,1,0,1
sreichl,2023-04-06,austria,94,1,0,1
srenault-meeds,2023-03-20,france,1095,2,0,0
srenault-meeds,2023-03-28,france,320,1,0,0
srenault-meeds,2023-03-29,france,867,3,0,0
srenault-meeds,2023-04-04,france,520,1,0,1
srio,2023-03-30,france,495,1,0,0
srounet,2023-03-25,france,875,1,0,0
sschmidTU,2023-03-29,austria,550,1,0,0
sscotti,2023-03-24,austria,787,1,0,0
sseppi,2023-03-22,italy,768,1,1,0
