username,event_date,country,user_day_total_length,user_day_count,treatment,post
Orchaldir,2023-03-19,austria,24,1,0,0
Orchaldir,2023-03-21,austria,0,2,0,0
Orchaldir,2023-03-23,austria,0,1,0,0
Orchaldir,2023-03-25,austria,0,1,0,0
Orchaldir,2023-03-26,austria,0,1,0,0
Orchaldir,2023-04-02,austria,0,4,0,1
Oriun,2023-03-24,france,0,1,0,0
Ornithorink,2023-04-04,france,733,1,0,1
OscarDL,2023-03-19,france,668,1,0,0
OtaK,2023-03-26,france,0,1,0,0
Oussamawadih,2023-04-05,france,438,1,0,1
Override-6,2023-03-18,france,160,1,0,0
Override-6,2023-03-19,france,212,2,0,0
Override-6,2023-03-24,france,0,1,0,0
Override-6,2023-04-01,france,181,1,0,1
Override-6,2023-04-02,france,214,2,0,1
Override-6,2023-04-03,france,180,1,0,1
Oxey405,2023-03-19,france,1318,1,0,0
Oxey405,2023-03-21,france,606,1,0,0
P3pp0uz,2023-04-05,italy,0,2,1,1
PChol22,2023-03-31,france,709,2,0,0
PM04290,2023-03-18,france,983,1,0,0
PM04290,2023-03-28,france,1235,1,0,0
PM04290,2023-03-31,france,1217,1,0,0
POLROTY,2023-04-03,france,0,3,0,1
PPCM,2023-03-24,france,1137,1,0,0
Pab450,2023-04-01,france,138,1,0,1
Pacomito,2023-03-27,france,1215,1,0,0
PaixHaine,2023-03-28,france,1191,1,0,0
PallottaEnrico,2023-03-23,italy,701,1,1,0
PallottaEnrico,2023-03-24,italy,1519,1,1,0
Palmstroemen,2023-03-29,austria,59,1,0,0
PandaGuerrier,2023-03-29,france,79,1,0,0
PandaHugMonster,2023-03-24,austria,57,1,0,0
PandaHugMonster,2023-03-25,austria,661,3,0,0
PandaHugMonster,2023-03-26,austria,744,10,0,0
PandaHugMonster,2023-03-29,austria,364,2,0,0
PandaHugMonster,2023-04-07,austria,82,1,0,1
Pangoraw,2023-03-24,france,1532,1,0,0
PaoloFer,2023-04-02,italy,145,9,1,1
PaoloFer,2023-04-03,italy,9,1,1,1
PaoloFer,2023-04-06,italy,56,4,1,1
PaoloFer,2023-04-08,italy,340,3,1,1
PaoloPenazzi,2023-04-06,italy,245,1,1,1
PaperTrain05,2023-03-23,italy,577,1,1,0
ParisNeo,2023-03-31,france,299,1,0,0
ParisNeo,2023-04-01,france,347,1,0,1
ParisNeo,2023-04-02,france,1527,4,0,1
ParisNeo,2023-04-03,france,868,4,0,1
ParisNeo,2023-04-04,france,557,1,0,1
ParisNeo,2023-04-05,france,84,1,0,1
ParisNeo,2023-04-07,france,1511,8,0,1
ParmigianaEnjoyer,2023-03-24,italy,115,1,1,0
Parnoud,2023-03-22,france,655,1,0,0
Pascal66,2023-03-23,france,528,1,0,0
Pascal66,2023-03-24,france,82,1,0,0
Pascal66,2023-03-25,france,217,1,0,0
Pascal66,2023-04-01,france,83,1,0,1
PascalIrz,2023-03-18,france,367,1,0,0
PascalIrz,2023-03-26,france,108,2,0,0
PascalIrz,2023-04-01,france,43,1,0,1
PascalIrz,2023-04-03,france,162,1,0,1
Paul-Charpentier,2023-03-29,france,671,1,0,0
Paul-Marie,2023-03-28,france,157,1,0,0
Paul-vrn,2023-04-03,france,185,4,0,1
PaulLerner,2023-04-06,france,123,1,0,1
PaulThiberville,2023-03-25,france,353,1,0,0
PaulienM,2023-04-07,france,356,1,0,1
PavanLuca,2023-03-24,italy,916,1,1,0
PavanLuca,2023-03-28,italy,197,1,1,0
PavanLuca,2023-04-02,italy,185,2,1,1
PavanLuca,2023-04-05,italy,2665,3,1,1
PedrelliLuca,2023-03-26,italy,271,1,1,0
Peltoche,2023-03-30,france,516,1,0,0
PeopleInside,2023-03-18,italy,421,1,1,0
PeopleInside,2023-03-21,italy,867,1,1,0
PeopleInside,2023-03-22,italy,1805,2,1,0
PepeMax,2023-03-27,france,1041,1,0,0
PeterStrick,2023-04-05,austria,268,1,0,1
PeterTheOne,2023-03-21,austria,425,1,0,0
PeterTheOne,2023-03-30,austria,198,1,0,0
PheonBest,2023-04-05,france,458,2,0,1
Philipp-M,2023-03-31,austria,1110,1,0,0
Philipp-M,2023-04-04,austria,544,1,0,1
Philippe-Tic,2023-04-03,france,64,1,0,1
PhilippePerret,2023-03-18,france,0,6,0,0
PhilippePerret,2023-03-19,france,0,6,0,0
PhilippePerret,2023-03-20,france,0,3,0,0
PhilippePerret,2023-03-21,france,0,2,0,0
PhilippePerret,2023-03-22,france,0,3,0,0
PhilippePerret,2023-03-23,france,0,1,0,0
PhilippePerret,2023-03-25,france,0,2,0,0
PhilippePerret,2023-03-28,france,0,1,0,0
PhilippePerret,2023-03-30,france,0,1,0,0
PhilippePerret,2023-04-02,france,0,1,0,1
Philscode1,2023-03-31,austria,222,1,0,0
Phyele,2023-04-06,italy,0,1,1,1
Phyks,2023-03-28,france,1233,1,0,0
PiRK,2023-04-05,france,960,1,0,1
Picred,2023-04-04,italy,322,1,1,1
PierW,2023-04-07,italy,1425,1,1,1
PieroV,2023-04-04,italy,99,1,1,1
PieroV,2023-04-08,italy,818,1,1,1
PierpaoloSorbellini,2023-03-24,italy,314,1,1,0
PierpaoloSorbellini,2023-03-31,italy,848,1,1,0
Pierre-Gilles,2023-03-24,france,274,1,0,0
Pierre-Gilles,2023-03-27,france,84,1,0,0
Pierre-Gilles,2023-04-03,france,355,1,0,1
PierreBesson,2023-03-20,france,126,1,0,0
PierreBesson,2023-04-04,france,0,1,0,1
PierreBesson,2023-04-05,france,198,1,0,1
PierreBesson,2023-04-07,france,391,1,0,1
PierreMouchan,2023-03-21,france,571,1,0,0
PierrePocheron,2023-03-27,france,0,1,0,0
PierrePocheron,2023-03-28,france,0,2,0,0
PierrePocheron,2023-03-30,france,0,4,0,0
PierrePocheron,2023-03-31,france,0,3,0,0
PierrePocheron,2023-04-01,france,0,1,0,1
PierrePocheron,2023-04-03,france,72,1,0,1
PierreRaybaut,2023-03-19,france,286,1,0,0
PierrickI3,2023-03-21,france,1189,1,0,0
Piezoid,2023-03-20,france,836,1,0,0
PiotrFLEURY,2023-03-24,france,1256,8,0,0
Pipazoul,2023-04-03,france,279,2,0,1
PirateSeal,2023-03-24,france,465,1,0,0
PitouGames,2023-04-06,france,1065,1,0,1
Pive01,2023-03-25,italy,548,1,1,0
Pixselve,2023-03-18,france,0,3,0,0
Pixselve,2023-03-19,france,0,4,0,0
Pixselve,2023-03-28,france,1355,13,0,0
Pixselve,2023-04-04,france,0,3,0,1
Planplan-io,2023-04-01,france,889,1,0,1
Plarpoon,2023-04-01,italy,318,1,1,1
PlugNPush,2023-04-05,france,353,1,0,1
Pluzdev,2023-03-29,france,190,1,0,0
Pluzdev,2023-03-30,france,93,1,0,0
Pluzdev,2023-03-31,france,408,1,0,0
Pluzdev,2023-04-08,france,71,1,0,1
PoignardAzur,2023-03-24,france,1762,2,0,0
Poil,2023-03-27,france,217,1,0,0
Poil,2023-03-28,france,1598,1,0,0
PoloNX,2023-03-31,france,192,1,0,0
PonteIneptique,2023-03-23,france,828,1,0,0
PoorPocketsMcNewHold,2023-03-26,france,169,1,0,0
Popov72,2023-03-22,france,411,1,0,0
Popov72,2023-04-03,france,0,1,0,1
Popov72,2023-04-06,france,296,1,0,1
Powerplex,2023-03-20,france,0,2,0,0
Powerplex,2023-03-27,france,0,1,0,0
Powerplex,2023-03-28,france,0,2,0,0
Powerplex,2023-03-29,france,0,1,0,0
Powerplex,2023-03-30,france,0,2,0,0
Powerplex,2023-03-31,france,0,2,0,0
Powerplex,2023-04-05,france,0,3,0,1
Powerplex,2023-04-06,france,0,1,0,1
Powerplex,2023-04-07,france,0,1,0,1
PrayingMoses,2023-03-24,austria,679,1,0,0
PrinceChoco,2023-04-01,france,281,1,0,1
ProfAndreaPollini,2023-04-04,italy,34,1,1,1
ProfAndreaPollini,2023-04-08,italy,259,1,1,1
ProfEibe,2023-03-29,austria,547,1,0,0
ProfessorPinguino,2023-03-31,austria,1319,1,0,0
Psychoses,2023-03-26,france,502,1,0,0
Ptitlu42,2023-03-30,france,0,11,0,0
PymZoR,2023-04-05,france,0,1,0,1
Pyrix25633,2023-04-04,italy,623,1,1,1
QuCMGisaia,2023-03-21,france,335,1,0,0
QuCMGisaia,2023-04-03,france,1569,2,0,1
Que20,2023-03-19,france,1593,1,0,0
Quentame,2023-03-31,france,239,1,0,0
Quentin-rslt,2023-04-04,france,0,2,0,1
Quentin-rslt,2023-04-06,france,0,3,0,1
QuentinBisson,2023-04-03,france,0,1,0,1
QuentinBisson,2023-04-05,france,1188,1,0,1
QuentinGruber,2023-03-23,france,0,1,0,0
QuentinGruber,2023-03-27,france,0,1,0,0
QuentinGruber,2023-03-30,france,147,2,0,0
QuentinGruber,2023-04-05,france,0,1,0,1
QuentiumYT,2023-04-04,france,131,1,0,1
QuiiBz,2023-03-26,france,0,1,0,0
QuiiBz,2023-04-03,france,1101,1,0,1
Quillraven,2023-04-03,austria,467,1,0,1
QwertyKeyb0b,2023-03-24,italy,238,2,1,0
R-D-Y,2023-04-03,france,336,1,0,1
R0boC0p,2023-03-21,austria,139,1,0,0
R0boC0p,2023-03-30,austria,919,1,0,0
R4ULtv,2023-04-01,italy,155,1,1,1
R4ULtv,2023-04-02,italy,1108,2,1,1
R4ULtv,2023-04-03,italy,176,1,1,1
RCasatta,2023-03-20,italy,0,1,1,0
RCasatta,2023-03-23,italy,1002,7,1,0
RCasatta,2023-03-31,italy,198,4,1,0
RCasatta,2023-04-05,italy,289,1,1,1
RCasatta,2023-04-06,italy,36,1,1,1
RCasatta,2023-04-07,italy,67,1,1,1
RIC217,2023-03-20,france,1474,1,0,0
RIC217,2023-03-22,france,1600,1,0,0
RSHKDL,2023-03-23,france,50,2,0,0
RStadlmair,2023-03-27,austria,408,1,0,0
RaffaeleArbues,2023-04-08,italy,1082,7,1,1
RagnarB83,2023-03-22,france,53,1,0,0
RagnarB83,2023-04-01,france,4,1,0,1
RaitoBezarius,2023-03-18,france,536,1,0,0
RaitoBezarius,2023-03-19,france,763,1,0,0
RaitoBezarius,2023-03-20,france,78,1,0,0
RaitoBezarius,2023-03-21,france,815,6,0,0
RaitoBezarius,2023-03-26,france,427,1,0,0
RaitoBezarius,2023-03-28,france,210,1,0,0
RaitoBezarius,2023-03-29,france,545,1,0,0
RaitoBezarius,2023-04-05,france,709,1,0,1
RamiALBASHA,2023-04-05,france,161,1,0,1
RamiALBASHA,2023-04-06,france,108,1,0,1
RamiALBASHA,2023-04-07,france,256,1,0,1
RamziWeslati,2023-03-24,france,107,1,0,0
RamziWeslati,2023-03-28,france,0,3,0,0
RaphMar2021,2023-04-05,france,125,1,0,1
RaphMar2021,2023-04-07,france,514,1,0,1
RaphMar2021,2023-04-08,france,511,1,0,1
RaphaelPile,2023-03-31,france,382,1,0,0
Rapid1898-code,2023-03-23,austria,687,1,0,0
Rapidhands,2023-03-30,france,1285,1,0,0
Rapidhands,2023-03-31,france,348,1,0,0
Rapster,2023-03-26,france,242,1,0,0
Ratatinator97,2023-03-18,france,163,1,0,0
Ratatinator97,2023-03-28,france,221,1,0,0
Ravo92,2023-03-26,austria,189,1,0,0
Ravy-LFL,2023-03-29,france,928,1,0,0
Ravy-LFL,2023-03-30,france,196,1,0,0
RayBB,2023-03-20,austria,1518,1,0,0
RayBB,2023-03-23,austria,721,1,0,0
ReZLone,2023-04-08,italy,85,1,1,1
RealHinome,2023-04-01,france,823,1,0,1
RealHinome,2023-04-06,france,96,1,0,1
RedGl0w,2023-04-03,france,509,1,0,1
RedsTom,2023-04-03,france,859,1,0,1
RedsTom,2023-04-04,france,1402,1,0,1
Redstonneur1256,2023-04-04,france,433,1,0,1
RedwanK,2023-04-05,france,117,1,0,1
RegaliaXYZ,2023-04-06,france,1001,1,0,1
ReivenIV,2023-04-03,france,988,3,0,1
Relism,2023-03-21,italy,367,2,1,0
Relism,2023-03-28,italy,178,1,1,0
Renji-FR,2023-03-29,france,483,1,0,0
Revathyvenugopal162,2023-03-21,france,119,1,0,0
ReveltyOnGit,2023-03-21,france,272,1,0,0
RezaRahemtola,2023-04-06,france,5157,8,0,1
Ricc4rdo0107,2023-03-25,italy,40,1,1,0
RiccardoEvangelisti,2023-04-06,italy,109,1,1,1
RiccardoGrieco,2023-03-22,italy,907,1,1,0
RiccardoGrieco,2023-03-28,italy,731,1,1,0
RiccardoLincetto,2023-04-08,italy,641,5,1,1
RichardPaulAstley,2023-03-24,france,1698,2,0,0
Ricola3D,2023-03-27,france,326,1,0,0
Ricola3D,2023-03-28,france,653,2,0,0
Ricola3D,2023-03-31,france,274,1,0,0
Riduidel,2023-03-20,france,581,1,0,0
Riduidel,2023-03-23,france,74,1,0,0
RiedleroD,2023-03-19,austria,272,1,0,0
RiedleroD,2023-03-31,austria,222,1,0,0
Riki7745,2023-03-19,france,142,1,0,0
Riki7745,2023-03-24,france,1199,4,0,0
RistoAle97,2023-03-23,italy,427,2,1,0
RistoAle97,2023-03-28,italy,247,1,1,0
Rix565,2023-03-26,france,17,1,0,0
Robert-Scub,2023-03-21,france,0,1,0,0
Robert-Scub,2023-03-23,france,0,2,0,0
Robert-Scub,2023-03-24,france,0,2,0,0
Robert-Scub,2023-03-27,france,0,1,0,0
Robert-Scub,2023-03-30,france,0,1,0,0
Robert-Scub,2023-04-03,france,374,3,0,1
RobertDober,2023-03-30,france,1465,1,0,0
RobertHerreraEECS,2023-03-26,austria,1205,1,0,0
RobertOrthofer,2023-03-28,austria,200,1,0,0
RobertSkawinski,2023-03-28,austria,299,1,0,0
Roberto-Larivera,2023-03-22,italy,125,2,1,0
Roberto-Larivera,2023-03-28,italy,28,1,1,0
Roberto-Larivera,2023-03-29,italy,844,5,1,0
RobertoCorti,2023-03-29,italy,705,1,1,0
Robin-C,2023-03-29,france,128,1,0,0
RobinMaronier,2023-03-23,france,186,1,0,0
RobinSALOT,2023-04-03,france,140,1,0,1
Robiullah2244,2023-04-01,italy,334,1,1,1
Roccobot,2023-03-28,italy,979,2,1,0
Roccobot,2023-03-29,italy,352,1,1,0
Rokory,2023-03-30,austria,836,1,0,0
Rokory,2023-04-03,austria,358,3,0,1
Rokory,2023-04-04,austria,1088,1,0,1
RomainBrault,2023-03-28,france,47,1,0,0
RomainTHD,2023-03-27,france,196,1,0,0
Romaixn,2023-03-23,france,1422,1,0,0
Romaixn,2023-04-02,france,40,1,0,1
Romakita,2023-03-22,france,411,1,0,0
RomaricMourgues,2023-04-05,france,126,1,0,1
RoneoOrg,2023-03-18,france,315,1,0,0
RooGhz720,2023-03-19,france,346,2,0,0
RoyLDD,2023-03-23,france,311,1,0,0
RrOoSsSsOo,2023-04-08,italy,916,1,1,1
RubenGallien,2023-03-18,france,0,11,0,0
RubenGallien,2023-03-31,france,0,12,0,0
RubensRainelli,2023-03-29,italy,462,1,1,0
Rubilmax,2023-03-31,france,992,1,0,0
Rudicito,2023-03-24,france,107,1,0,0
Ruffle,2023-03-24,france,860,1,0,0
RupertBarrow,2023-03-27,france,0,1,0,0
Rushaway,2023-03-22,france,168,2,0,0
Rushaway,2023-04-03,france,22,1,0,1
Rushaway,2023-04-05,france,428,2,0,1
Rushaway,2023-04-07,france,343,1,0,1
Rushaway,2023-04-08,france,39,1,0,1
Ruuka6009,2023-03-30,france,39,1,0,0
Rykian,2023-03-20,france,199,1,0,0
S0UL4,2023-03-24,france,417,2,0,0
SANAGOdev,2023-03-21,france,14,1,0,0
SELMImohamed,2023-03-24,france,22,1,0,0
SL-Production,2023-03-27,france,0,1,0,0
SLoeuillet,2023-03-30,france,686,1,0,0
SMH17,2023-03-29,italy,440,1,1,0
SSUPII,2023-03-25,italy,581,1,1,0
SSUPII,2023-04-05,italy,811,1,1,1
SadeQL,2023-03-31,france,0,3,0,0
Sadrahel,2023-03-25,france,813,1,0,0
SaidAlvarado,2023-03-23,france,62,1,0,0
SaidAlvarado,2023-04-03,france,0,1,0,1
Salamafet,2023-03-20,france,417,1,0,0
Salem-gg,2023-03-25,france,0,6,0,0
Salem-gg,2023-03-27,france,0,2,0,0
Salim-Safi,2023-03-22,france,56,1,0,0
Salim-Safi,2023-03-23,france,0,1,0,0
SalvatoreCapano,2023-03-22,italy,0,4,1,0
SalvatoreCapano,2023-03-28,italy,0,1,1,0
SalvishGoomanee,2023-03-24,france,341,1,0,0
SamGG,2023-03-20,france,228,1,0,0
Sami32,2023-03-20,france,239,1,0,0
Sami32,2023-03-23,france,547,1,0,0
SamuelHassine,2023-04-03,france,777,5,0,1
SamuelHassine,2023-04-04,france,917,6,0,1
SamueleBarbiera,2023-03-29,italy,0,1,1,0
SamueleBarbiera,2023-03-30,italy,53,1,1,0
SamueleFacenda,2023-03-31,italy,0,1,1,0
SamuelePilleri,2023-03-29,italy,944,1,1,0
Samurai016,2023-04-05,italy,886,1,1,1
Samxvdhn,2023-03-27,france,495,1,0,0
SamyPesse,2023-03-26,france,458,1,0,0
SandeshPatilCreatis,2023-03-20,france,778,1,0,0
SandeshPatilCreatis,2023-04-05,france,66,1,0,1
SandrineProusteau,2023-03-22,france,129,1,0,0
SandroMaglione,2023-03-20,italy,1305,1,1,0
Sandros94,2023-03-24,italy,222,2,1,0
Sandros94,2023-03-26,italy,671,3,1,0
Sandros94,2023-04-03,italy,842,1,1,1
Sandros94,2023-04-08,italy,1282,2,1,1
Sanghelyos,2023-03-27,france,119,1,0,0
SansonSebastiano,2023-03-21,italy,0,3,1,0
SansonSebastiano,2023-03-22,italy,0,2,1,0
SansonSebastiano,2023-03-25,italy,56,8,1,0
SansonSebastiano,2023-03-27,italy,0,1,1,0
SansonSebastiano,2023-04-04,italy,0,6,1,1
Sarrus1,2023-04-07,france,414,5,0,1
Satalicious,2023-03-25,austria,270,1,0,0
Saverio976,2023-03-20,france,0,2,0,0
Saverio976,2023-03-21,france,0,2,0,0
Saverio976,2023-03-22,france,56,1,0,0
Saverio976,2023-03-30,france,67,1,0,0
Saverio976,2023-04-03,france,136,1,0,1
Sayrix,2023-04-08,france,815,1,0,1
SchawnnDev,2023-03-23,france,760,3,0,0
Schoumi,2023-03-25,france,146,1,0,0
Schweini07,2023-03-27,austria,966,1,0,0
ScreamZ,2023-03-27,france,192,1,0,0
ScreamZ,2023-03-30,france,439,1,0,0
ScreamZ,2023-04-03,france,822,1,0,1
ScreamZ,2023-04-05,france,138,1,0,1
Screenfeed,2023-03-23,france,496,1,0,0
SeNeO,2023-03-27,france,434,1,0,0
SeaOfDreams,2023-03-21,italy,356,1,1,0
SebCorbin,2023-03-22,france,961,1,0,0
SebCorbin,2023-03-24,france,367,1,0,0
SebastienTouze,2023-04-06,france,532,1,0,1
SebastienValla,2023-03-22,france,516,1,0,0
SebastienValla,2023-03-30,france,1545,2,0,0
SebouChu,2023-03-20,france,1432,1,0,0
SebouChu,2023-03-27,france,861,1,0,0
SebouChu,2023-03-28,france,3308,3,0,0
SebouChu,2023-03-29,france,1282,1,0,0
SebouChu,2023-03-30,france,1760,2,0,0
SebouChu,2023-03-31,france,2663,2,0,0
SebouChu,2023-04-05,france,675,1,0,1
Sefrancois,2023-03-24,france,0,1,0,0
Sekiro-kost,2023-04-04,france,213,1,0,1
Selenyhr,2023-04-03,france,1131,1,0,1
SelrahcD,2023-03-18,france,193,1,0,0
SelrahcD,2023-03-19,france,193,1,0,0
SelrahcD,2023-03-27,france,193,1,0,0
SelrahcD,2023-03-31,france,193,1,0,0
SelrahcD,2023-04-01,france,193,1,0,1
SelrahcD,2023-04-03,france,193,1,0,1
SelrahcD,2023-04-07,france,965,5,0,1
SelrahcD,2023-04-08,france,386,2,0,1
Seluj78,2023-03-24,france,286,1,0,0
Seluj78,2023-03-27,france,1314,1,0,0
Senimtra,2023-03-21,austria,0,1,0,0
Senimtra,2023-03-24,austria,0,1,0,0
Sensei-CHO,2023-04-01,france,0,1,0,1
Senzo13,2023-03-18,france,120,1,0,0
Senzo13,2023-03-20,france,425,1,0,0
Senzo13,2023-03-23,france,986,1,0,0
Senzo13,2023-04-02,france,209,1,0,1
SerezD,2023-04-03,italy,222,1,1,1
SerezD,2023-04-05,italy,518,1,1,1
Sergio0694,2023-03-27,italy,378,1,1,0
Sergio0694,2023-04-01,italy,1593,1,1,1
Sergio0694,2023-04-06,italy,1361,1,1,1
SergioPovoli,2023-04-03,italy,180,1,1,1
Serialc0de,2023-04-05,italy,1353,1,1,1
SeriousMonk,2023-04-08,italy,958,1,1,1
Sh0ckFR,2023-04-07,france,597,1,0,1
ShalokShalom,2023-03-18,austria,292,1,0,0
ShalokShalom,2023-03-19,austria,188,1,0,0
ShalokShalom,2023-04-06,austria,68,1,0,1
ShambuKumar,2023-04-07,austria,39,1,0,1
ShambuKumar,2023-04-08,austria,105,1,0,1
SheatNoisette,2023-04-08,france,84,1,0,1
ShimonOhayon,2023-03-27,italy,1123,1,1,0
ShinyFabio,2023-03-27,italy,291,1,1,0
Showdown76py,2023-03-26,france,402,1,0,0
Showdown76py,2023-03-30,france,1188,1,0,0
Showdown76py,2023-04-01,france,658,1,0,1
Showdown76py,2023-04-03,france,0,1,0,1
Shraknard,2023-03-22,france,268,1,0,0
Shuunen,2023-04-05,france,194,2,0,1
Shuunen,2023-04-07,france,37,3,0,1
ShyneTurtle,2023-04-01,france,57,1,0,1
Shynixn,2023-03-20,austria,0,1,0,0
Shyrro,2023-03-26,france,303,1,0,0
Shyrro,2023-03-31,france,1469,1,0,0
Sighery,2023-03-24,austria,588,1,0,0
Sigmanificient,2023-03-22,france,934,1,0,0
Sigmanificient,2023-03-27,france,237,1,0,0
Sigmanificient,2023-03-31,france,435,1,0,0
Sildran,2023-04-08,france,1227,1,0,1
Silejonu,2023-03-31,france,841,1,0,0
Silejonu,2023-04-01,france,995,1,0,1
Silicoman,2023-04-06,france,7,2,0,1
Silicoman,2023-04-07,france,295,1,0,1
SimJeg,2023-03-24,france,715,1,0,0
SimJeg,2023-03-29,france,1417,2,0,0
SimJeg,2023-04-04,france,671,1,0,1
SimJeg,2023-04-06,france,722,1,0,1
Simon-L,2023-03-30,france,1375,1,0,0
SimonBellucci,2023-03-27,france,411,1,0,0
SimonFrauenschuh,2023-03-28,austria,236,1,0,0
SimonMarquis,2023-03-18,france,396,1,0,0
SimonMarquis,2023-03-24,france,1218,2,0,0
SimonTheWay,2023-04-01,italy,336,1,1,1
SimoneAncona,2023-04-01,italy,91,1,1,1
SimoneGasperini,2023-03-22,italy,2633,2,1,0
SimoneGasperini,2023-03-28,italy,263,1,1,0
SimoneGasperini,2023-03-29,italy,620,1,1,0
SimoneGasperini,2023-03-31,italy,753,1,1,0
SinaArdehali,2023-03-24,france,894,1,0,0
SirLynix,2023-03-30,france,1466,1,0,0
SirStone,2023-03-26,italy,994,1,1,0
SiriHackYT,2023-04-02,france,453,1,0,1
SiriosDev,2023-04-04,italy,422,1,1,1
Siropdebanane59,2023-03-21,france,360,1,0,0
Sispheor,2023-03-21,france,45,1,0,0
Sispheor,2023-04-06,france,602,1,0,1
Skraye,2023-03-21,france,1181,3,0,0
Skraye,2023-03-22,france,597,1,0,0
Skraye,2023-03-23,france,912,2,0,0
SkytAsul,2023-03-19,france,98,1,0,0
SkytAsul,2023-03-21,france,1048,1,0,0
Slamdunk,2023-03-31,italy,30,1,1,0
Slashgear,2023-03-26,france,662,2,0,0
Slays-Officiel,2023-04-02,france,79,1,0,1
Smaug6739,2023-04-06,france,1216,1,0,1
Smig0l,2023-04-04,italy,70,1,1,1
Smiril,2023-04-04,austria,399,1,0,1
Smrtnyk,2023-03-20,austria,1478,1,0,0
Smrtnyk,2023-03-21,austria,163,1,0,0
SofianeLasri,2023-03-22,france,390,1,0,0
SofienM,2023-04-03,france,786,1,0,1
SoftwareMagicIT,2023-04-03,italy,563,1,1,1
Solido,2023-04-01,france,231,1,0,1
SombrAbsol,2023-03-24,france,443,1,0,0
Sonatai,2023-03-21,austria,79,1,0,0
Sora-yx,2023-04-03,france,316,1,0,1
SoraGD,2023-03-25,italy,427,1,1,0
Soulou,2023-03-29,france,660,1,0,0
Soulou,2023-04-05,france,50,1,0,1
SozoKa,2023-03-23,france,126,1,0,0
SpaceIm,2023-03-18,france,416,1,0,0
SpaceIm,2023-03-20,france,1549,1,0,0
SpaceIm,2023-03-21,france,1024,1,0,0
SpaceIm,2023-03-22,france,849,1,0,0
SpaceIm,2023-03-24,france,1099,1,0,0
SpaceIm,2023-03-25,france,635,1,0,0
SpaceIm,2023-03-26,france,815,1,0,0
SpaceIm,2023-03-27,france,442,1,0,0
SpaceIm,2023-03-29,france,1012,1,0,0
SpaceIm,2023-03-31,france,576,1,0,0
SpaceIm,2023-04-02,france,393,1,0,1
SpaceIm,2023-04-03,france,1301,1,0,1
Spacechild1,2023-03-30,austria,460,1,0,0
Spacelord-XaN,2023-04-01,austria,190,3,0,1
Spacelord-XaN,2023-04-04,austria,254,3,0,1
Spacelord-XaN,2023-04-06,austria,188,1,0,1
Spacelord-XaN,2023-04-08,austria,74,1,0,1
Spartan0nix,2023-03-26,france,0,1,0,0
Spartan0nix,2023-04-02,france,1462,3,0,1
Spartan0nix,2023-04-07,france,259,1,0,1
Spawnrad,2023-03-27,france,1439,1,0,0
Sphinkie,2023-03-31,france,521,1,0,0
SpidFightFR,2023-04-02,france,559,1,0,1
Spitfireap,2023-03-31,france,1248,1,0,0
SplattyDev,2023-03-24,italy,458,1,1,0
SpodoY,2023-03-27,austria,307,1,0,0
Srynetix,2023-03-19,france,0,1,0,0
Srynetix,2023-03-21,france,0,1,0,0
Srynetix,2023-03-23,france,208,1,0,0
Srynetix,2023-03-30,france,0,1,0,0
Srynetix,2023-04-04,france,10,1,0,1
StRigaud,2023-03-22,france,222,1,0,0
StRigaud,2023-03-23,france,1193,1,0,0
StabiloTheMarker,2023-03-19,austria,275,1,0,0
StabiloTheMarker,2023-03-21,austria,112,1,0,0
StabiloTheMarker,2023-03-23,austria,0,3,0,0
StabiloTheMarker,2023-03-28,austria,137,1,0,0
StabiloTheMarker,2023-04-01,austria,149,1,0,1
Stack-it-up,2023-03-31,italy,671,1,1,0
Staelion,2023-04-05,france,49,2,0,1
Staelion,2023-04-06,france,1103,1,0,1
Staelion,2023-04-08,france,534,1,0,1
Starmania,2023-03-27,france,1920,2,0,0
Starmania,2023-03-28,france,162,1,0,0
Starmania,2023-04-06,france,336,1,0,1
Starmania,2023-04-07,france,362,1,0,1
Startouf,2023-03-20,france,1312,1,0,0
Stccl,2023-03-18,france,684,1,0,0
Stccl,2023-03-19,france,747,1,0,0
SteRiccio,2023-03-27,italy,0,1,1,0
SteRiccio,2023-03-29,italy,0,1,1,0
SteRiccio,2023-04-04,italy,0,1,1,1
SteRiccio,2023-04-05,italy,0,1,1,1
Steccah,2023-03-27,italy,0,1,1,0
Steellgold,2023-03-22,france,169,1,0,0
Steellgold,2023-03-23,france,113,1,0,0
Steellgold,2023-04-03,france,57,1,0,1
Steellgold,2023-04-05,france,154,1,0,1
StefThomas,2023-03-27,france,220,1,0,0
StefanH-AT,2023-03-19,austria,694,1,0,0
StefanH-AT,2023-03-26,austria,30,1,0,0
Stefano-Labianca,2023-04-05,italy,335,1,1,1
StefanoB2018,2023-03-23,italy,92,1,1,0
StefanoBalocco,2023-04-02,italy,81,1,1,1
StefanoCretti,2023-03-24,italy,1476,1,1,0
Steffi3rd,2023-03-27,france,815,2,0,0
Steffi3rd,2023-03-31,france,231,1,0,0
Steffo99,2023-03-22,italy,62,2,1,0
Steffo99,2023-03-28,italy,0,1,1,0
Stell0,2023-03-29,italy,1301,11,1,0
Stell0,2023-03-30,italy,0,3,1,0
Stell0,2023-04-05,italy,937,2,1,1
Stell0,2023-04-07,italy,191,1,1,1
StephSako,2023-03-20,france,0,2,0,0
StephSako,2023-03-22,france,0,1,0,0
StephSako,2023-03-23,france,0,3,0,0
