username,event_date,release_id,country,organization_id,Y,D_tau_m3,D_tau_m2,D_tau_m1,D_tau_0,D_tau_1,D_tau_2,D_tau_3,D_tau_4
bofenghuang,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
bofenghuang,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
bofenghuang,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
bofenghuang,2023-04-06,98428105,france,,1,0,0,0,0,0,0,0,0
benjamin-bergia,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
benjamin-bergia,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
benjamin-bergia,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
benjamin-bergia,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
benjamin-bergia,2023-04-03,97834796,france,356664,1,0,0,0,0,0,0,0,0
benjamin-bergia,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
benjamin-bergia,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
benjamin-bergia,2023-04-06,98428008,france,60969647,1,0,0,0,0,0,0,0,0
Horziox,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
Horziox,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
Horziox,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
Horziox,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
Horziox,2023-04-03,97843642,france,115163787,1,0,0,0,0,0,0,0,0
Horziox,2023-04-04,98045250,france,115163787,1,0,0,0,0,0,0,0,0
Horziox,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
Horziox,2023-04-06,98427905,france,115163787,1,0,0,0,0,0,0,0,0
HugoPKFX,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
HugoPKFX,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
HugoPKFX,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
HugoPKFX,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
HugoPKFX,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
HugoPKFX,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
HugoPKFX,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
HugoPKFX,2023-04-06,98426668,france,7036841,1,0,0,0,0,0,0,0,0
jerome-benoit,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
jerome-benoit,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
jerome-benoit,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
jerome-benoit,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
jerome-benoit,2023-04-03,97907015,france,2531208,1,0,0,0,0,0,0,0,0
jerome-benoit,2023-04-04,98094468,france,2531208,1,0,0,0,0,0,0,0,0
jerome-benoit,2023-04-05,98179922,france,89299761,1,0,0,0,0,0,0,0,0
jerome-benoit,2023-04-06,98426153,france,89299761,1,0,0,0,0,0,0,0,0
librasoft-fr,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
librasoft-fr,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
librasoft-fr,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
librasoft-fr,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
librasoft-fr,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
librasoft-fr,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
librasoft-fr,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
librasoft-fr,2023-04-06,98425978,france,,1,0,0,0,0,0,0,0,0
JohnXLivingston,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
JohnXLivingston,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
JohnXLivingston,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
JohnXLivingston,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
JohnXLivingston,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
JohnXLivingston,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
JohnXLivingston,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
JohnXLivingston,2023-04-06,98425711,france,,1,0,0,0,0,0,0,0,0
gildas-lormeau,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
gildas-lormeau,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
gildas-lormeau,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
gildas-lormeau,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
gildas-lormeau,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
gildas-lormeau,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
gildas-lormeau,2023-04-05,98248962,france,,1,0,0,0,0,0,0,0,0
gildas-lormeau,2023-04-06,98425238,france,,1,0,0,0,0,0,0,0,0
martinbonnin,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
martinbonnin,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
martinbonnin,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
martinbonnin,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
martinbonnin,2023-04-03,97840009,france,17189275,1,0,0,0,0,0,0,0,0
martinbonnin,2023-04-04,98007378,france,63149399,1,0,0,0,0,0,0,0,0
martinbonnin,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
martinbonnin,2023-04-06,98425065,france,63149399,1,0,0,0,0,0,0,0,0
jhillairet,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
jhillairet,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
jhillairet,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
jhillairet,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
jhillairet,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
jhillairet,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
jhillairet,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
jhillairet,2023-04-06,98424974,france,,1,0,0,0,0,0,0,0,0
FakeSkdr,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
FakeSkdr,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
FakeSkdr,2023-03-30,97481925,france,76951681,1,0,0,0,0,0,0,0,0
FakeSkdr,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
FakeSkdr,2023-04-03,97856608,france,76951681,1,0,0,0,0,0,0,0,0
FakeSkdr,2023-04-04,98032753,france,76951681,1,0,0,0,0,0,0,0,0
FakeSkdr,2023-04-05,98193451,france,76951681,1,0,0,0,0,0,0,0,0
FakeSkdr,2023-04-06,98424428,france,76951681,1,0,0,0,0,0,0,0,0
ibgp2,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
ibgp2,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
ibgp2,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
ibgp2,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
ibgp2,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
ibgp2,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
ibgp2,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
ibgp2,2023-04-06,98424266,france,341053,1,0,0,0,0,0,0,0,0
younesaassila,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
younesaassila,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
younesaassila,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
younesaassila,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
younesaassila,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
younesaassila,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
younesaassila,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
younesaassila,2023-04-06,98423603,france,,1,0,0,0,0,0,0,0,0
Dragonink,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
Dragonink,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
Dragonink,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
Dragonink,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
Dragonink,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
Dragonink,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
Dragonink,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
Dragonink,2023-04-06,98423654,france,,1,0,0,0,0,0,0,0,0
jornatf,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
jornatf,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
jornatf,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
jornatf,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
jornatf,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
jornatf,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
jornatf,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
jornatf,2023-04-06,98422351,france,,1,0,0,0,0,0,0,0,0
thibo73800,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
thibo73800,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
thibo73800,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
thibo73800,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
thibo73800,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
thibo73800,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
thibo73800,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
thibo73800,2023-04-06,98422043,france,76028239,1,0,0,0,0,0,0,0,0
guillaumecabanel,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
guillaumecabanel,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
guillaumecabanel,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
guillaumecabanel,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
guillaumecabanel,2023-04-03,97875445,france,45437916,1,0,0,0,0,0,0,0,0
guillaumecabanel,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
guillaumecabanel,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
guillaumecabanel,2023-04-06,98421833,france,45437916,1,0,0,0,0,0,0,0,0
totogaming3,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
totogaming3,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
totogaming3,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
totogaming3,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
totogaming3,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
totogaming3,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
totogaming3,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
totogaming3,2023-04-06,98420954,france,,1,0,0,0,0,0,0,0,0
Julio-Guerra,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
Julio-Guerra,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
Julio-Guerra,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
Julio-Guerra,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
Julio-Guerra,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
Julio-Guerra,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
Julio-Guerra,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
Julio-Guerra,2023-04-06,98419709,france,365230,1,0,0,0,0,0,0,0,0
juanmc2005,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
juanmc2005,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
juanmc2005,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
juanmc2005,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
juanmc2005,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
juanmc2005,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
juanmc2005,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
juanmc2005,2023-04-06,98419380,france,,1,0,0,0,0,0,0,0,0
magentix,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
magentix,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
magentix,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
magentix,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
magentix,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
magentix,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
magentix,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
magentix,2023-04-06,98418837,france,12715571,1,0,0,0,0,0,0,0,0
sebprt,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
sebprt,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
sebprt,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
sebprt,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
sebprt,2023-04-03,97873516,france,53013130,1,0,0,0,0,0,0,0,0
sebprt,2023-04-04,98058677,france,53013130,1,0,0,0,0,0,0,0,0
sebprt,2023-04-05,98164976,france,53013130,1,0,0,0,0,0,0,0,0
sebprt,2023-04-06,98417582,france,53013130,1,0,0,0,0,0,0,0,0
kirby81,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
kirby81,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
kirby81,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
kirby81,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
kirby81,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
kirby81,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
kirby81,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
kirby81,2023-04-06,98417447,france,65455543,1,0,0,0,0,0,0,0,0
jeandet,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
jeandet,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
jeandet,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
jeandet,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
jeandet,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
jeandet,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
jeandet,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
jeandet,2023-04-06,98414794,france,45902222,1,0,0,0,0,0,0,0,0
aslafy-z,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
aslafy-z,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
aslafy-z,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
aslafy-z,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
aslafy-z,2023-04-03,97837161,france,,1,0,0,0,0,0,0,0,0
aslafy-z,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
aslafy-z,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
aslafy-z,2023-04-06,98409375,france,,1,0,0,0,0,0,0,0,0
GuillaumePressiat,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
GuillaumePressiat,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
GuillaumePressiat,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
GuillaumePressiat,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
GuillaumePressiat,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
GuillaumePressiat,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
GuillaumePressiat,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
GuillaumePressiat,2023-04-06,98399161,france,,1,0,0,0,0,0,0,0,0
jdauphant,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
jdauphant,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
jdauphant,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
jdauphant,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
jdauphant,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
jdauphant,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
jdauphant,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
jdauphant,2023-04-06,98398750,france,35118060,1,0,0,0,0,0,0,0,0
khergalant,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
khergalant,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
khergalant,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
khergalant,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
khergalant,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
khergalant,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
khergalant,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
khergalant,2023-04-06,98392119,france,1677996,1,0,0,0,0,0,0,0,0
Slookeur,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
Slookeur,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
Slookeur,2023-03-30,97493411,france,,1,0,0,0,0,0,0,0,0
Slookeur,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
Slookeur,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
Slookeur,2023-04-04,98110281,france,,1,0,0,0,0,0,0,0,0
Slookeur,2023-04-05,98182245,france,,1,0,0,0,0,0,0,0,0
Slookeur,2023-04-06,98391878,france,,1,0,0,0,0,0,0,0,0
mariusconjeaud,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
mariusconjeaud,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
mariusconjeaud,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
mariusconjeaud,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
mariusconjeaud,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
mariusconjeaud,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
mariusconjeaud,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
mariusconjeaud,2023-04-06,98391609,france,916372,1,0,0,0,0,0,0,0,0
donho,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
donho,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
donho,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
donho,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
donho,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
donho,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
donho,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
donho,2023-04-06,98391296,france,12589084,1,0,0,0,0,0,0,0,0
OliveiraDS-hub,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
OliveiraDS-hub,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
OliveiraDS-hub,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
OliveiraDS-hub,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
OliveiraDS-hub,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
OliveiraDS-hub,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
OliveiraDS-hub,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
OliveiraDS-hub,2023-04-06,98391295,france,,1,0,0,0,0,0,0,0,0
BotellaA,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
BotellaA,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
BotellaA,2023-03-30,97557841,france,44871842,1,0,0,0,0,0,0,0,0
BotellaA,2023-03-31,97597734,france,44871842,1,0,0,0,0,0,0,0,0
BotellaA,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
BotellaA,2023-04-04,98047458,france,44871842,1,0,0,0,0,0,0,0,0
BotellaA,2023-04-05,98151475,france,44871842,1,0,0,0,0,0,0,0,0
BotellaA,2023-04-06,98390737,france,44871842,1,0,0,0,0,0,0,0,0
BololZ,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
BololZ,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
BololZ,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
BololZ,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
BololZ,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
BololZ,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
BololZ,2023-04-05,98274534,france,,1,0,0,0,0,0,0,0,0
BololZ,2023-04-06,98390627,france,,1,0,0,0,0,0,0,0,0
pablo-ruth,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
pablo-ruth,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
pablo-ruth,2023-03-30,97455917,france,30522958,1,0,0,0,0,0,0,0,0
pablo-ruth,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
pablo-ruth,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
pablo-ruth,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
pablo-ruth,2023-04-05,98190987,france,42061580,1,0,0,0,0,0,0,0,0
pablo-ruth,2023-04-06,98390388,france,42061580,1,0,0,0,0,0,0,0,0
AlexisVLRT,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
AlexisVLRT,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
AlexisVLRT,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
AlexisVLRT,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
AlexisVLRT,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
AlexisVLRT,2023-04-04,98046839,france,86767100,1,0,0,0,0,0,0,0,0
AlexisVLRT,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
AlexisVLRT,2023-04-06,98388697,france,86767100,1,0,0,0,0,0,0,0,0
pderop,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
pderop,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
pderop,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
pderop,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
pderop,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
pderop,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
pderop,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
pderop,2023-04-06,90324791,france,4201559,1,0,0,0,0,0,0,0,0
djerfy,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
djerfy,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
djerfy,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
djerfy,2023-03-31,97664380,france,87486783,1,0,0,0,0,0,0,0,0
djerfy,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
djerfy,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
djerfy,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
djerfy,2023-04-06,98384057,france,,1,0,0,0,0,0,0,0,0
rquey,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
rquey,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
rquey,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
rquey,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
rquey,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
rquey,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
rquey,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
rquey,2023-04-06,98382998,france,105313435,1,0,0,0,0,0,0,0,0
lo-opix,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
lo-opix,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
lo-opix,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
lo-opix,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
lo-opix,2023-04-03,97898351,france,,1,0,0,0,0,0,0,0,0
lo-opix,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
lo-opix,2023-04-05,98276320,france,,1,0,0,0,0,0,0,0,0
lo-opix,2023-04-06,98382692,france,,1,0,0,0,0,0,0,0,0
miledrousset,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
miledrousset,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
miledrousset,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
miledrousset,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
miledrousset,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
miledrousset,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
miledrousset,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
miledrousset,2023-04-06,98382140,france,,1,0,0,0,0,0,0,0,0
hdorgeval,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
hdorgeval,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
hdorgeval,2023-03-30,97543095,france,,1,0,0,0,0,0,0,0,0
hdorgeval,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
hdorgeval,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
hdorgeval,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
hdorgeval,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
hdorgeval,2023-04-06,98382357,france,,1,0,0,0,0,0,0,0,0
piotrcki,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
piotrcki,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
piotrcki,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
piotrcki,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
piotrcki,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
piotrcki,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
piotrcki,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
piotrcki,2023-04-06,98380124,france,,1,0,0,0,0,0,0,0,0
Donawalt,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
Donawalt,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
Donawalt,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
Donawalt,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
Donawalt,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
Donawalt,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
Donawalt,2023-04-05,98163261,france,,1,0,0,0,0,0,0,0,0
Donawalt,2023-04-06,98381247,france,,1,0,0,0,0,0,0,0,0
MarcLoupias,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
MarcLoupias,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
MarcLoupias,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
MarcLoupias,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
MarcLoupias,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
MarcLoupias,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
MarcLoupias,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
MarcLoupias,2023-04-06,98380686,france,,1,0,0,0,0,0,0,0,0
jfdenise,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
jfdenise,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
jfdenise,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
jfdenise,2023-03-31,97599351,france,7937746,1,0,0,0,0,0,0,0,0
jfdenise,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
jfdenise,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
jfdenise,2023-04-05,98207804,france,3066274,1,0,0,0,0,0,0,0,0
jfdenise,2023-04-06,98380606,france,7937746,1,0,0,0,0,0,0,0,0
warquys,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
warquys,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
warquys,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
warquys,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
warquys,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
warquys,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
warquys,2023-04-05,,france,,0,0,0,0,0,0,0,0,0
warquys,2023-04-06,98378737,france,85193995,1,0,0,0,0,0,0,0,0
smourier,2023-03-28,,france,,0,0,0,0,0,0,0,0,0
smourier,2023-03-29,,france,,0,0,0,0,0,0,0,0,0
smourier,2023-03-30,,france,,0,0,0,0,0,0,0,0,0
smourier,2023-03-31,,france,,0,0,0,0,0,0,0,0,0
smourier,2023-04-03,,france,,0,0,0,0,0,0,0,0,0
smourier,2023-04-04,,france,,0,0,0,0,0,0,0,0,0
smourier,2023-04-05,98217421,france,33803370,1,0,0,0,0,0,0,0,0
smourier,2023-04-06,98378608,france,33803370,1,0,0,0,0,0,0,0,0
