repo,country_commits,total_commits,country_ratio,repo_url
ImAndresito/ImAndresito.github.io,227,227,1.0,https://github.com/ImAndresito/ImAndresito.github.io
drakkar1969/pacview,227,227,1.0,https://github.com/drakkar1969/pacview
pichillilorenzo/flutter_inappwebview,196,227,0.8634361233480177,https://github.com/pichillilorenzo/flutter_inappwebview
andeha/Twinbeam,226,226,1.0,https://github.com/andeha/Twinbeam
Manu098vm/Tera-Finder,226,226,1.0,https://github.com/Manu098vm/Tera-Finder
giocaizzi/pysurfline,206,226,0.911504424778761,https://github.com/giocaizzi/pysurfline
albnavarro/neovim-config,225,225,1.0,https://github.com/albnavarro/neovim-config
smartinello1/sf-lwc,225,225,1.0,https://github.com/smartinello1/sf-lwc
FrancescoCeruti/linux-show-player,225,225,1.0,https://github.com/FrancescoCeruti/linux-show-player
leonardoarcari/dcapal,202,225,0.8977777777777778,https://github.com/leonardoarcari/dcapal
walshthomas/walshthomasdotcom,224,224,1.0,https://github.com/walshthomas/walshthomasdotcom
mfvitale/debezium,213,224,0.9508928571428572,https://github.com/mfvitale/debezium
followynne/serilog-ui,222,224,0.9910714285714286,https://github.com/followynne/serilog-ui
m-marini/railways,224,224,1.0,https://github.com/m-marini/railways
NethServer/nethsecurity-ui,218,224,0.9732142857142856,https://github.com/NethServer/nethsecurity-ui
ClueLang/Clue,220,224,0.9821428571428572,https://github.com/ClueLang/Clue
itzpr3d4t0r/pygame-ce,220,223,0.9865470852017936,https://github.com/itzpr3d4t0r/pygame-ce
vendure-ecommerce/storefront-qwik-starter,216,223,0.968609865470852,https://github.com/vendure-ecommerce/storefront-qwik-starter
paganellif/renovate-bot,223,223,1.0,https://github.com/paganellif/renovate-bot
qweeze/rstream,214,222,0.963963963963964,https://github.com/qweeze/rstream
Salv997/upwork-site-adl,222,222,1.0,https://github.com/Salv997/upwork-site-adl
empiricompany/openmage,198,222,0.8918918918918919,https://github.com/empiricompany/openmage
mcallegari/qlcplus,222,222,1.0,https://github.com/mcallegari/qlcplus
maxcohen31/Codewars-Solutions,222,222,1.0,https://github.com/maxcohen31/Codewars-Solutions
opendatamesh-initiative/odm-specification-dpdescriptor,221,222,0.9954954954954957,https://github.com/opendatamesh-initiative/odm-specification-dpdescriptor
open-cobralibero/enigma2-8.3,222,222,1.0,https://github.com/open-cobralibero/enigma2-8.3
LeddaZ/android_device_xiaomi_curtana,222,222,1.0,https://github.com/LeddaZ/android_device_xiaomi_curtana
status-im/keycard-pro,222,222,1.0,https://github.com/status-im/keycard-pro
marcodefelice/budget-tracker,220,221,0.995475113122172,https://github.com/marcodefelice/budget-tracker
samdsk/daily_leetcode,221,221,1.0,https://github.com/samdsk/daily_leetcode
keadex/keadex,221,221,1.0,https://github.com/keadex/keadex
Michelinu/WarPrinter,221,221,1.0,https://github.com/Michelinu/WarPrinter
rcardin/rockthejvm.github.io,221,221,1.0,https://github.com/rcardin/rockthejvm.github.io
cometd/cometd,188,221,0.8506787330316742,https://github.com/cometd/cometd
alessiocameroni/RevoMusicPlayer,220,220,1.0,https://github.com/alessiocameroni/RevoMusicPlayer
fabriziosestito/rhai_rustler,198,220,0.9,https://github.com/fabriziosestito/rhai_rustler
stefantalpalaru/gentoo-overlay,220,220,1.0,https://github.com/stefantalpalaru/gentoo-overlay
MRColorR/money4band,218,220,0.990909090909091,https://github.com/MRColorR/money4band
Alexthw46/Ars-Nouveau,203,220,0.9227272727272728,https://github.com/Alexthw46/Ars-Nouveau
commercionetwork/almerico,209,220,0.95,https://github.com/commercionetwork/almerico
K-Society/KSociety.Log,220,220,1.0,https://github.com/K-Society/KSociety.Log
alaindet/pandivia,220,220,1.0,https://github.com/alaindet/pandivia
0xdonva/Uni,220,220,1.0,https://github.com/0xdonva/Uni
Mathorga/rughai,220,220,1.0,https://github.com/Mathorga/rughai
jeanslack/Videomass,220,220,1.0,https://github.com/jeanslack/Videomass
simonegiancola09/simonegiancola09.github.io,219,220,0.9954545454545456,https://github.com/simonegiancola09/simonegiancola09.github.io
SGT-Bots/SGT-Bots-Website,219,219,1.0,https://github.com/SGT-Bots/SGT-Bots-Website
madiele/VoDToPodcastRSS,183,219,0.8356164383561644,https://github.com/madiele/VoDToPodcastRSS
quaeris-tv/base_dev01,218,218,1.0,https://github.com/quaeris-tv/base_dev01
vigna/sux-rs,213,218,0.9770642201834864,https://github.com/vigna/sux-rs
Swordfish90/Lemuroid,218,218,1.0,https://github.com/Swordfish90/Lemuroid
ICTP/RegCM,201,217,0.9262672811059908,https://github.com/ICTP/RegCM
componhead/kickstart.nvim,217,217,1.0,https://github.com/componhead/kickstart.nvim
gsilano/gsilano.github.io,217,217,1.0,https://github.com/gsilano/gsilano.github.io
ExpediaGroup/bull,214,216,0.9907407407407408,https://github.com/ExpediaGroup/bull
gnuton/asuswrt-merlin.ng,216,216,1.0,https://github.com/gnuton/asuswrt-merlin.ng
CodeKaito/Java,216,216,1.0,https://github.com/CodeKaito/Java
andywar65/djupkeep,216,216,1.0,https://github.com/andywar65/djupkeep
kikkomep/lifemonitor-web,216,216,1.0,https://github.com/kikkomep/lifemonitor-web
sebastianomelita/time-tick-scheduler,215,215,1.0,https://github.com/sebastianomelita/time-tick-scheduler
gladzeka/TcpServer,215,215,1.0,https://github.com/gladzeka/TcpServer
FoxWorn3365/Cloud,215,215,1.0,https://github.com/FoxWorn3365/Cloud
pagopa/mil-functions,215,215,1.0,https://github.com/pagopa/mil-functions
MP281X/blixter,215,215,1.0,https://github.com/MP281X/blixter
entando-samples/agenda-bundle-templates,174,215,0.8093023255813954,https://github.com/entando-samples/agenda-bundle-templates
antoniopelusi/antoniopelusi.com,214,214,1.0,https://github.com/antoniopelusi/antoniopelusi.com
Ishikawa7/Ishikawa7,214,214,1.0,https://github.com/Ishikawa7/Ishikawa7
iisgiua/giuaschool-docs,214,214,1.0,https://github.com/iisgiua/giuaschool-docs
NamelessHero987/namelesshero987.github.io,214,214,1.0,https://github.com/NamelessHero987/namelesshero987.github.io
ultron3/miapp,214,214,1.0,https://github.com/ultron3/miapp
enrico-usai/aws-parallelcluster,208,214,0.97196261682243,https://github.com/enrico-usai/aws-parallelcluster
Lucksi/Mr.Holmes,213,213,1.0,https://github.com/Lucksi/Mr.Holmes
seeu-inspace/web3-security-notes,213,213,1.0,https://github.com/seeu-inspace/web3-security-notes
Smjert/osquery,213,213,1.0,https://github.com/Smjert/osquery
LorenzoSciandra/FilesForMyObsidian,213,213,1.0,https://github.com/LorenzoSciandra/FilesForMyObsidian
pietrobelloni/pietrobelloni.github.io,213,213,1.0,https://github.com/pietrobelloni/pietrobelloni.github.io
ace0000789/2277143-device-36,213,213,1.0,https://github.com/ace0000789/2277143-device-36
Ghelm99/EdiProject,203,213,0.9530516431924884,https://github.com/Ghelm99/EdiProject
opencitations/api,188,213,0.8826291079812206,https://github.com/opencitations/api
MarcoCellini/MarcoCellini,212,212,1.0,https://github.com/MarcoCellini/MarcoCellini
iqnite/ScratchAddons,180,212,0.8490566037735849,https://github.com/iqnite/ScratchAddons
965311532/965311532,212,212,1.0,https://github.com/965311532/965311532
Eclectic-Qbit/eq_website,210,212,0.9905660377358492,https://github.com/Eclectic-Qbit/eq_website
vivo75/ebuilds,212,212,1.0,https://github.com/vivo75/ebuilds
Abelarm/solcore5,212,212,1.0,https://github.com/Abelarm/solcore5
lucAmbr0/GreenStore,212,212,1.0,https://github.com/lucAmbr0/GreenStore
CodingLady22/Food-management-app,212,212,1.0,https://github.com/CodingLady22/Food-management-app
tur-learning/CIS1051-python,167,211,0.7914691943127962,https://github.com/tur-learning/CIS1051-python
marcodefelice/budget-tracker_v2,211,211,1.0,https://github.com/marcodefelice/budget-tracker_v2
SwitchAxe/Rewind,211,211,1.0,https://github.com/SwitchAxe/Rewind
Stefanomarton/DotFiles,210,210,1.0,https://github.com/Stefanomarton/DotFiles
ArgonLang/Argon,210,210,1.0,https://github.com/ArgonLang/Argon
diegobersanetti/trackerslist,210,210,1.0,https://github.com/diegobersanetti/trackerslist
goto-eof/dev_board_api_rust,210,210,1.0,https://github.com/goto-eof/dev_board_api_rust
mirko-pagliai/me-cms,210,210,1.0,https://github.com/mirko-pagliai/me-cms
Retr0100/ProjectVirgil,200,209,0.9569377990430622,https://github.com/Retr0100/ProjectVirgil
giocoal/giocoal,209,209,1.0,https://github.com/giocoal/giocoal
multi-ego/multi-eGO,196,209,0.937799043062201,https://github.com/multi-ego/multi-eGO
Vanilla-OS/website,204,209,0.9760765550239234,https://github.com/Vanilla-OS/website
R1ck77/advent-of-code-2022,209,209,1.0,https://github.com/R1ck77/advent-of-code-2022
toto-castaldi/advent-of-code,208,208,1.0,https://github.com/toto-castaldi/advent-of-code
zeroincombenze/tools,208,208,1.0,https://github.com/zeroincombenze/tools
davidevignozzi/threejs-journey,208,208,1.0,https://github.com/davidevignozzi/threejs-journey
CarloLucibello/Tsunami.jl,207,207,1.0,https://github.com/CarloLucibello/Tsunami.jl
MattTrudu/RFI_BL,207,207,1.0,https://github.com/MattTrudu/RFI_BL
cplcode/cplcode.github.io,207,207,1.0,https://github.com/cplcode/cplcode.github.io
pagopa/pn-progression-sensor,182,207,0.8792270531400966,https://github.com/pagopa/pn-progression-sensor
G3Kappa/Ergo,207,207,1.0,https://github.com/G3Kappa/Ergo
MassimoPetracca/OpenSees,207,207,1.0,https://github.com/MassimoPetracca/OpenSees
gsarrco/MuoVErsi,206,206,1.0,https://github.com/gsarrco/MuoVErsi
Risorse-Associazione-Culturale/risorse-associazione-culturale.github.io,194,206,0.941747572815534,https://github.com/Risorse-Associazione-Culturale/risorse-associazione-culturale.github.io
eduardodangelo/background-color-changer,206,206,1.0,https://github.com/eduardodangelo/background-color-changer
Fab-Ver/ProgettoWeb,206,206,1.0,https://github.com/Fab-Ver/ProgettoWeb
JustWhit3/osmanip,168,206,0.8155339805825242,https://github.com/JustWhit3/osmanip
xtendui/xtendui,189,206,0.9174757281553398,https://github.com/xtendui/xtendui
Spezialissimo/DB23-caesena,165,206,0.8009708737864077,https://github.com/Spezialissimo/DB23-caesena
iisgiua/giuaschool,205,205,1.0,https://github.com/iisgiua/giuaschool
TesiMannaMattia/Script-tesi,205,205,1.0,https://github.com/TesiMannaMattia/Script-tesi
Absidaa/home-workout,205,205,1.0,https://github.com/Absidaa/home-workout
javanile/mush,205,205,1.0,https://github.com/javanile/mush
Baio1977/OC-Little-Translated,205,205,1.0,https://github.com/Baio1977/OC-Little-Translated
oponyx/Marlin,191,204,0.9362745098039216,https://github.com/oponyx/Marlin
giampaolo/psutil,203,203,1.0,https://github.com/giampaolo/psutil
danieleteti/delphimvcframework,189,203,0.9310344827586208,https://github.com/danieleteti/delphimvcframework
ilteoood/sesamo-backend,177,203,0.8719211822660099,https://github.com/ilteoood/sesamo-backend
dippi9845/roddit,202,202,1.0,https://github.com/dippi9845/roddit
fmselab/ct-tools,202,202,1.0,https://github.com/fmselab/ct-tools
tommasobattisti/thePPPPconspiracy,152,202,0.7524752475247525,https://github.com/tommasobattisti/thePPPPconspiracy
archiviofontiorali/voice-landscape,202,202,1.0,https://github.com/archiviofontiorali/voice-landscape
goto-eof/octoscraper,202,202,1.0,https://github.com/goto-eof/octoscraper
portalgas/neo.portalgas,199,201,0.9900497512437813,https://github.com/portalgas/neo.portalgas
MicheleVitulli/Armando2-Vino,201,201,1.0,https://github.com/MicheleVitulli/Armando2-Vino
kiegroup/drools-ansible-rulebook-integration,181,201,0.900497512437811,https://github.com/kiegroup/drools-ansible-rulebook-integration
mrgian/felix,201,201,1.0,https://github.com/mrgian/felix
hyperaudio/hyperaudio-lite-editor,200,200,1.0,https://github.com/hyperaudio/hyperaudio-lite-editor
rust-lang/staging.crates.io-index,200,200,1.0,https://github.com/rust-lang/staging.crates.io-index
Prisoner-s-Dilemma/BarsBehindBars,200,200,1.0,https://github.com/Prisoner-s-Dilemma/BarsBehindBars
hiepph/dotfiles,199,199,1.0,https://github.com/hiepph/dotfiles
Parrazyte/winds,199,199,1.0,https://github.com/Parrazyte/winds
robpap96/Boolbnb_Backoffice,175,199,0.8793969849246231,https://github.com/robpap96/Boolbnb_Backoffice
gioboa/qwik,187,199,0.9396984924623116,https://github.com/gioboa/qwik
brusdev/activemq-artemis-operator,186,199,0.9346733668341708,https://github.com/brusdev/activemq-artemis-operator
jackdbd/personal-website,199,199,1.0,https://github.com/jackdbd/personal-website
Engineering-Research-and-Development/fiware-orion-pyspark-connector,196,198,0.98989898989899,https://github.com/Engineering-Research-and-Development/fiware-orion-pyspark-connector
italia/app-valutazione-modelli-docs,194,198,0.9797979797979798,https://github.com/italia/app-valutazione-modelli-docs
loresuso/falcoctl,198,198,1.0,https://github.com/loresuso/falcoctl
fabiobrz/intersmash,198,198,1.0,https://github.com/fabiobrz/intersmash
fmount/glance-operator,184,198,0.9292929292929292,https://github.com/fmount/glance-operator
AndPatr/awesome_utils,198,198,1.0,https://github.com/AndPatr/awesome_utils
icub-tech-iit/ergocub-software,159,198,0.803030303030303,https://github.com/icub-tech-iit/ergocub-software
robotology/icub-main,197,197,1.0,https://github.com/robotology/icub-main
FrancescoLuzzi/TerminalSetup,197,197,1.0,https://github.com/FrancescoLuzzi/TerminalSetup
webarkit/jsartoolkitNFT,184,197,0.934010152284264,https://github.com/webarkit/jsartoolkitNFT
Bellisario/musicale,158,197,0.8020304568527918,https://github.com/Bellisario/musicale
TrueLayer/truelayer-java,149,197,0.7563451776649747,https://github.com/TrueLayer/truelayer-java
agusdmb/nvim,197,197,1.0,https://github.com/agusdmb/nvim
gmeoli/Ecole42,197,197,1.0,https://github.com/gmeoli/Ecole42
go-skynet/go-llama.cpp,194,197,0.9847715736040608,https://github.com/go-skynet/go-llama.cpp
edoardottt/csprecon,177,197,0.8984771573604061,https://github.com/edoardottt/csprecon
fabioformosa/quartz-manager,196,196,1.0,https://github.com/fabioformosa/quartz-manager
carellafrancesca/fs0223-Francesca-Carella,196,196,1.0,https://github.com/carellafrancesca/fs0223-Francesca-Carella
pierDipi/eventing,195,195,1.0,https://github.com/pierDipi/eventing
rozzilla/platformatic,195,195,1.0,https://github.com/rozzilla/platformatic
manuelcattelan/.dotfiles,195,195,1.0,https://github.com/manuelcattelan/.dotfiles
alaindet/learn-go,195,195,1.0,https://github.com/alaindet/learn-go
gciavarrini/parodos,194,195,0.9948717948717948,https://github.com/gciavarrini/parodos
Scavix/Scavix.github.io,195,195,1.0,https://github.com/Scavix/Scavix.github.io
twoojoo/node-smart-queues,195,195,1.0,https://github.com/twoojoo/node-smart-queues
VicidominiLab/VicidominiLab.github.io,148,195,0.7589743589743589,https://github.com/VicidominiLab/VicidominiLab.github.io
Croway/camel,193,194,0.9948453608247424,https://github.com/Croway/camel
volkerdoerr/gmd,149,194,0.7680412371134021,https://github.com/volkerdoerr/gmd
Brahmware/ims-website,194,194,1.0,https://github.com/Brahmware/ims-website
marco-acorte/antispam-it,194,194,1.0,https://github.com/marco-acorte/antispam-it
SwagSpaad/Swag-Appunti,193,193,1.0,https://github.com/SwagSpaad/Swag-Appunti
jotadagostin/katiadagostin,193,193,1.0,https://github.com/jotadagostin/katiadagostin
SteRiccio/my-arena-mobile,193,193,1.0,https://github.com/SteRiccio/my-arena-mobile
LBOrganizationWorkArea/ardupilot,193,193,1.0,https://github.com/LBOrganizationWorkArea/ardupilot
opencitations/index,193,193,1.0,https://github.com/opencitations/index
ferama/pigdns,193,193,1.0,https://github.com/ferama/pigdns
dawitanelay/Ensuring-Quality-Releases,192,192,1.0,https://github.com/dawitanelay/Ensuring-Quality-Releases
stamane-it/website,192,192,1.0,https://github.com/stamane-it/website
ItsVixano/android_vendor_extra,192,192,1.0,https://github.com/ItsVixano/android_vendor_extra
brberis/fullscope-python-django-resto-app,192,192,1.0,https://github.com/brberis/fullscope-python-django-resto-app
fra98/liqo,184,192,0.9583333333333334,https://github.com/fra98/liqo
autenticami/autenticami,191,191,1.0,https://github.com/autenticami/autenticami
jebaram/Openshift,191,191,1.0,https://github.com/jebaram/Openshift
Ta-no-kami/phalanx-bot,170,191,0.8900523560209425,https://github.com/Ta-no-kami/phalanx-bot
jakbtg/TLN,191,191,1.0,https://github.com/jakbtg/TLN
contactlab/contactsnag,150,191,0.7853403141361257,https://github.com/contactlab/contactsnag
SebaUbuntu/android_packages_apps_Glimpse,153,191,0.8010471204188482,https://github.com/SebaUbuntu/android_packages_apps_Glimpse
MattDavid99/Airbnb-Backend-Proj,191,191,1.0,https://github.com/MattDavid99/Airbnb-Backend-Proj
Vanilla-OS/os,177,191,0.9267015706806284,https://github.com/Vanilla-OS/os
CrisGhinghi/S2I-JS-Advanced,190,190,1.0,https://github.com/CrisGhinghi/S2I-JS-Advanced
popcornell/espnet,161,190,0.8473684210526315,https://github.com/popcornell/espnet
midej4/alx-higher_level_programming,190,190,1.0,https://github.com/midej4/alx-higher_level_programming
arturscheiner/simple-viacep-weather-integration,190,190,1.0,https://github.com/arturscheiner/simple-viacep-weather-integration
EMalagoli92/CvT-TensorFlow,190,190,1.0,https://github.com/EMalagoli92/CvT-TensorFlow
FilippoVissani/CityTwin-report,155,190,0.8157894736842105,https://github.com/FilippoVissani/CityTwin-report
davidevignozzi/room-portfolio,190,190,1.0,https://github.com/davidevignozzi/room-portfolio
mmtlab/ABHORIZON_PC_VISION,190,190,1.0,https://github.com/mmtlab/ABHORIZON_PC_VISION
xFrah/ACSAI-obsidian,190,190,1.0,https://github.com/xFrah/ACSAI-obsidian
yukkop/vpn-telegram-bot,187,190,0.9842105263157894,https://github.com/yukkop/vpn-telegram-bot
elpaso/QGIS,185,189,0.9788359788359788,https://github.com/elpaso/QGIS
sohailabbas11/react,189,189,1.0,https://github.com/sohailabbas11/react
agab0110/rank-up-frontend,144,189,0.7619047619047619,https://github.com/agab0110/rank-up-frontend
trottomv/dotme,165,189,0.873015873015873,https://github.com/trottomv/dotme
66Bunz/Droptop-Four.github.io,188,189,0.9947089947089948,https://github.com/66Bunz/Droptop-Four.github.io
CastagnaIT/plugin.video.netflix,189,189,1.0,https://github.com/CastagnaIT/plugin.video.netflix
kubealex/event-driven-automation,189,189,1.0,https://github.com/kubealex/event-driven-automation
Spectrum5/bool-bnb-frontend,147,189,0.7777777777777778,https://github.com/Spectrum5/bool-bnb-frontend
petretiandrea/home-assistant-tapo-p100,174,188,0.925531914893617,https://github.com/petretiandrea/home-assistant-tapo-p100
cascade-gmbh/cascade-public-monorepo,188,188,1.0,https://github.com/cascade-gmbh/cascade-public-monorepo
testalorenzo/climate_repository,177,188,0.9414893617021276,https://github.com/testalorenzo/climate_repository
luigibonati/mlcvs,150,188,0.7978723404255319,https://github.com/luigibonati/mlcvs
johnno1962/InjectionIII,188,188,1.0,https://github.com/johnno1962/InjectionIII
francescocorsello/react-module-exercises,187,187,1.0,https://github.com/francescocorsello/react-module-exercises
bamless/home-sweet-home,187,187,1.0,https://github.com/bamless/home-sweet-home
Dreaming-Codes/discord-source,184,187,0.983957219251337,https://github.com/Dreaming-Codes/discord-source
luftmensch-luftmensch/Nixos,187,187,1.0,https://github.com/luftmensch-luftmensch/Nixos
diantonioandrea/CLIbrary,187,187,1.0,https://github.com/diantonioandrea/CLIbrary
Ridanisaurus/EmendatusEnigmatica,183,187,0.9786096256684492,https://github.com/Ridanisaurus/EmendatusEnigmatica
MrSinho/shengine,187,187,1.0,https://github.com/MrSinho/shengine
coffee-tools/coffee,186,186,1.0,https://github.com/coffee-tools/coffee
pietrooliva/pietrooliva.github.io,186,186,1.0,https://github.com/pietrooliva/pietrooliva.github.io
mia-platform/distribution,166,186,0.8924731182795699,https://github.com/mia-platform/distribution
francescovolpe/Cyber-Security-Notes,186,186,1.0,https://github.com/francescovolpe/Cyber-Security-Notes
alessio-romano/sfoffo-pentesting-notes,186,186,1.0,https://github.com/alessio-romano/sfoffo-pentesting-notes
emanuelediluzio/frappe_whatsapp,186,186,1.0,https://github.com/emanuelediluzio/frappe_whatsapp
giuliobenetti/u-boot-imxrt,185,185,1.0,https://github.com/giuliobenetti/u-boot-imxrt
lolgab/snunit,185,185,1.0,https://github.com/lolgab/snunit
melix99/telegrand,175,185,0.945945945945946,https://github.com/melix99/telegrand
TheBossMagnus/winget-pkgs,185,185,1.0,https://github.com/TheBossMagnus/winget-pkgs
Amatofrancesco99/master-thesis,185,185,1.0,https://github.com/Amatofrancesco99/master-thesis
yukitakahashi1/yukitakahashi1.github.io,185,185,1.0,https://github.com/yukitakahashi1/yukitakahashi1.github.io
Typing-Monkeys/social-network-link-prediction,164,184,0.8913043478260869,https://github.com/Typing-Monkeys/social-network-link-prediction
cacioman/cacioman.github.io,184,184,1.0,https://github.com/cacioman/cacioman.github.io
vbreeze8192/Brasil-championship-multipage,184,184,1.0,https://github.com/vbreeze8192/Brasil-championship-multipage
RistoAle97/ContinualNAT,184,184,1.0,https://github.com/RistoAle97/ContinualNAT
NicholasPilotto/RickAndMortyIOSApp,183,183,1.0,https://github.com/NicholasPilotto/RickAndMortyIOSApp
moio/scalability-tests,183,183,1.0,https://github.com/moio/scalability-tests
leonardoLavagna/leonardoLavagna,183,183,1.0,https://github.com/leonardoLavagna/leonardoLavagna
contactlab/appy,147,183,0.8032786885245902,https://github.com/contactlab/appy
ManyDesigns/Portofino,183,183,1.0,https://github.com/ManyDesigns/Portofino
Alessandro-Salerno/Weball,183,183,1.0,https://github.com/Alessandro-Salerno/Weball
madbob/GASdottoNG,183,183,1.0,https://github.com/madbob/GASdottoNG
MacPapo/UniManual,170,183,0.9289617486338798,https://github.com/MacPapo/UniManual
BurningTreeC/tiddlywiki-codemirror-6,183,183,1.0,https://github.com/BurningTreeC/tiddlywiki-codemirror-6
MasterCruelty/robbot,183,183,1.0,https://github.com/MasterCruelty/robbot
neulabscom/neulabs-cdk-constructs,176,182,0.967032967032967,https://github.com/neulabscom/neulabs-cdk-constructs
nicolaiarocci/nicolaiarocci.com,182,182,1.0,https://github.com/nicolaiarocci/nicolaiarocci.com
dulvui/futsal-manager,182,182,1.0,https://github.com/dulvui/futsal-manager
diowa/ruby2-rails5-bootstrap-heroku,165,182,0.9065934065934066,https://github.com/diowa/ruby2-rails5-bootstrap-heroku
lburgazzoli/bf2-cos-fleetshard-go,158,182,0.8681318681318682,https://github.com/lburgazzoli/bf2-cos-fleetshard-go
albertojacini/pint-platform,182,182,1.0,https://github.com/albertojacini/pint-platform
agab0110/rankup_project,156,182,0.8571428571428571,https://github.com/agab0110/rankup_project
yougnoli/Youtube,181,181,1.0,https://github.com/yougnoli/Youtube
OwlGramDev/OwlGram,178,181,0.9834254143646408,https://github.com/OwlGramDev/OwlGram
SimoneMoreWare/object-oriented-programming-,181,181,1.0,https://github.com/SimoneMoreWare/object-oriented-programming-
EMalagoli92/GCViT-TensorFlow,181,181,1.0,https://github.com/EMalagoli92/GCViT-TensorFlow
ferama/crauti,174,181,0.9613259668508288,https://github.com/ferama/crauti
laraxot/base_ticket,181,181,1.0,https://github.com/laraxot/base_ticket
it-landfill/Green-Ferret-Server,181,181,1.0,https://github.com/it-landfill/Green-Ferret-Server
wonder-image/app,181,181,1.0,https://github.com/wonder-image/app
alexdelprete/ha-abb-powerone-pvi-sunspec,181,181,1.0,https://github.com/alexdelprete/ha-abb-powerone-pvi-sunspec
RiccardoCalvi/fs0722b-Riccardo-Calvi,181,181,1.0,https://github.com/RiccardoCalvi/fs0722b-Riccardo-Calvi
ClouDesire/java-api-client,165,180,0.9166666666666666,https://github.com/ClouDesire/java-api-client
SalaniLeo/Flake,180,180,1.0,https://github.com/SalaniLeo/Flake
AndreaZero/Corner-Zero,180,180,1.0,https://github.com/AndreaZero/Corner-Zero
Stell0/nethvoice,170,180,0.9444444444444444,https://github.com/Stell0/nethvoice
mlocati/docker-php-extension-installer,151,180,0.8388888888888889,https://github.com/mlocati/docker-php-extension-installer
anhelus/pcs,164,180,0.9111111111111112,https://github.com/anhelus/pcs
luigiselmi/luigiselmi.github.io,180,180,1.0,https://github.com/luigiselmi/luigiselmi.github.io
hifly81/kafka-examples,180,180,1.0,https://github.com/hifly81/kafka-examples
agromagna/agromagna.github.io,156,180,0.8666666666666667,https://github.com/agromagna/agromagna.github.io
Khalevindmitriy/uishop,179,179,1.0,https://github.com/Khalevindmitriy/uishop
Dreaming-Codes/nuxt-event-scheduler,179,179,1.0,https://github.com/Dreaming-Codes/nuxt-event-scheduler
edoardottt/favirecon,156,179,0.8715083798882681,https://github.com/edoardottt/favirecon
GES-ppravatto/GES-comp-echem,153,179,0.8547486033519553,https://github.com/GES-ppravatto/GES-comp-echem
vinbacco/backoffice,172,179,0.9608938547486032,https://github.com/vinbacco/backoffice
zAiro12/AdventOfCode,179,179,1.0,https://github.com/zAiro12/AdventOfCode
ultron3/peso_famiglia,179,179,1.0,https://github.com/ultron3/peso_famiglia
laraxot/module_media,139,179,0.776536312849162,https://github.com/laraxot/module_media
timothyrusso/news-explorer-frontend,178,178,1.0,https://github.com/timothyrusso/news-explorer-frontend
voltumna-linux/meta-voltumna,178,178,1.0,https://github.com/voltumna-linux/meta-voltumna
AlessioGiacobbe/PogBoy,178,178,1.0,https://github.com/AlessioGiacobbe/PogBoy
aldotele/globon,178,178,1.0,https://github.com/aldotele/globon
randaz81/yarp,178,178,1.0,https://github.com/randaz81/yarp
italiaremote/awesome-italia-remote,178,178,1.0,https://github.com/italiaremote/awesome-italia-remote
il-Grigio/HACK4AIV,149,178,0.8370786516853933,https://github.com/il-Grigio/HACK4AIV
KL-B0/godot-builder,178,178,1.0,https://github.com/KL-B0/godot-builder
ptkdev/sveltekit-electron-adapter,178,178,1.0,https://github.com/ptkdev/sveltekit-electron-adapter
franci1710/rnn_sys_ident,178,178,1.0,https://github.com/franci1710/rnn_sys_ident
mq1/icy-launcher,178,178,1.0,https://github.com/mq1/icy-launcher
LorenzoBonanni/RobotArena,178,178,1.0,https://github.com/LorenzoBonanni/RobotArena
Kais3rP/react-text2speech,177,177,1.0,https://github.com/Kais3rP/react-text2speech
nicolaiarocci/nicolaiarocci.github.io,177,177,1.0,https://github.com/nicolaiarocci/nicolaiarocci.github.io
VincenzoMarcovecchio/portfolio-v2,167,177,0.943502824858757,https://github.com/VincenzoMarcovecchio/portfolio-v2
giuliobenetti/harfbuzz,177,177,1.0,https://github.com/giuliobenetti/harfbuzz
tassiLuca/code-plagiarism-detector,177,177,1.0,https://github.com/tassiLuca/code-plagiarism-detector
Sopuruchi-Kate/alx-low_level_programming,177,177,1.0,https://github.com/Sopuruchi-Kate/alx-low_level_programming
alessiomodonesi/web-app,153,177,0.864406779661017,https://github.com/alessiomodonesi/web-app
skyward-er/matlab-simulator,160,177,0.903954802259887,https://github.com/skyward-er/matlab-simulator
SuPaRuC/task_offloading,143,177,0.807909604519774,https://github.com/SuPaRuC/task_offloading
farmaceutica-younger/www.farmaceuticayounger.science,147,177,0.8305084745762712,https://github.com/farmaceutica-younger/www.farmaceuticayounger.science
ccaudek/ds4psy,176,176,1.0,https://github.com/ccaudek/ds4psy
gab-palmeri/aml-geolocalization,154,176,0.875,https://github.com/gab-palmeri/aml-geolocalization
pagopa/io-react-native-wallet,154,176,0.875,https://github.com/pagopa/io-react-native-wallet
ZioPao/The-Only-Cure-But-Better,176,176,1.0,https://github.com/ZioPao/The-Only-Cure-But-Better
pagopa/github-actions-template,136,176,0.7727272727272727,https://github.com/pagopa/github-actions-template
bloxster/erigon-doc,176,176,1.0,https://github.com/bloxster/erigon-doc
OmniaGit/odooplm,176,176,1.0,https://github.com/OmniaGit/odooplm
Athena-OS/package-source,176,176,1.0,https://github.com/Athena-OS/package-source
jfmarkan/final-project-backend,143,176,0.8125,https://github.com/jfmarkan/final-project-backend
simonecorsi/declarative-markdown,161,176,0.9147727272727272,https://github.com/simonecorsi/declarative-markdown
